,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Gapfiller,Synch,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,2.50,3.00,1.00,1.50,130.32,0.03,0.00,12.60,-165.577,47.899,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,47,2,1.0,00.000000,00.000000,17051601,3,0,12.01,12.32,23.1,16/05/2017 09:39:06,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,1.50,2.00,95.18,0.05,0.00,-149.42,-483.706,47.899,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,47,2,1.0,00.000000,00.000000,17051601,4,0,12.01,12.32,23.1,16/05/2017 09:39:06,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,2.00,0.25,100.20,0.04,0.00,219.71,702.161,47.899,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,47,2,1.0,00.000000,00.000000,17051601,5,0,12.01,12.32,23.1,16/05/2017 09:39:06,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,0.25,0.75,71.04,0.00,0.00,105.24,-25.006,47.899,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,47,2,1.0,00.000000,00.000000,17051601,6,0,12.01,12.32,23.1,16/05/2017 09:39:06,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,0.75,1.25,121.10,0.04,0.00,-126.17,-93.782,47.899,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,47,2,1.0,00.000000,00.000000,17051601,7,0,12.01,12.32,23.1,16/05/2017 09:39:06,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,1.25,1.75,166.83,0.05,0.00,-181.82,-387.595,47.899,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,47,2,1.0,00.000000,00.000000,17051601,8,0,12.01,12.32,23.1,16/05/2017 09:39:06,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,1.75,2.25,108.61,0.13,0.00,-127.82,-1766.399,47.899,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,47,2,1.0,00.000000,00.000000,17051601,9,0,12.01,12.32,23.1,16/05/2017 09:39:06,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,0.00,0.50,45.07,0.09,0.00,213.35,-15.378,86.218,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,86,7,1.0,00.000000,00.000000,17051601,1,0,11.89,12.28,23.1,16/05/2017 09:39:16,0,1,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,0.50,1.00,72.75,0.03,0.00,-259.09,-46.097,86.218,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,86,7,1.0,00.000000,00.000000,17051601,2,0,11.89,12.28,23.1,16/05/2017 09:39:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,1.00,1.50,101.76,0.00,0.00,18.49,-141.856,86.218,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,86,7,1.0,00.000000,00.000000,17051601,3,0,11.89,12.28,23.1,16/05/2017 09:39:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,1.50,2.00,66.85,0.00,0.00,-138.20,-279.577,86.218,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,86,7,1.0,00.000000,00.000000,17051601,4,0,11.89,12.28,23.1,16/05/2017 09:39:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,2.00,2.50,41.98,0.09,0.00,519.35,-1228.784,86.218,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,86,7,1.0,00.000000,00.000000,17051601,5,0,11.89,12.28,23.1,16/05/2017 09:39:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,2.50,0.25,47.69,0.06,0.00,-324.98,1701.597,86.218,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,86,7,1.0,00.000000,00.000000,17051601,6,0,11.89,12.28,23.1,16/05/2017 09:39:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,0.25,0.75,54.97,0.06,0.00,108.08,-25.145,86.218,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,86,7,1.0,00.000000,00.000000,17051601,7,0,11.89,12.28,23.1,16/05/2017 09:39:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,0.75,1.25,95.33,0.06,0.00,-113.99,-87.207,86.218,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,86,7,1.0,00.000000,00.000000,17051601,8,0,11.89,12.28,23.1,16/05/2017 09:39:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,1.25,1.75,113.77,0.05,0.00,-180.67,-260.194,86.218,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,86,7,1.0,00.000000,00.000000,17051601,9,0,11.89,12.28,23.1,16/05/2017 09:39:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,1.75,2.25,63.77,0.04,0.00,-49.96,-583.364,86.218,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,86,7,1.0,00.000000,00.000000,17051601,10,0,11.89,12.28,23.1,16/05/2017 09:39:16,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,0.00,0.50,44.64,0.00,0.00,213.06,-16.177,119.544,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,139,17,1.2,00.000000,00.000000,17051601,1,0,11.71,12.28,18.7,16/05/2017 09:39:22,0,1,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,0.50,1.00,73.74,0.03,0.00,-250.76,-46.765,119.544,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,139,17,1.2,00.000000,00.000000,17051601,2,0,11.71,12.28,18.7,16/05/2017 09:39:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,1.00,1.50,104.48,0.03,0.00,21.59,-132.528,119.544,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,139,17,1.2,00.000000,00.000000,17051601,3,0,11.71,12.28,18.7,16/05/2017 09:39:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,1.50,2.00,70.83,0.04,0.00,-134.16,-224.604,119.544,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,139,17,1.2,00.000000,00.000000,17051601,4,0,11.71,12.28,18.7,16/05/2017 09:39:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,2.00,2.50,45.45,0.05,0.00,480.60,-576.529,119.544,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,139,17,1.2,00.000000,00.000000,17051601,5,0,11.71,12.28,18.7,16/05/2017 09:39:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,2.50,0.25,54.89,0.00,0.00,-301.25,985.940,119.544,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,139,17,1.2,00.000000,00.000000,17051601,6,0,11.71,12.28,18.7,16/05/2017 09:39:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,0.25,0.75,54.60,0.05,0.00,110.19,-25.829,119.544,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,139,17,1.2,00.000000,00.000000,17051601,7,0,11.71,12.28,18.7,16/05/2017 09:39:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,0.75,1.25,95.51,0.00,0.00,-103.65,-83.912,119.544,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,139,17,1.2,00.000000,00.000000,17051601,8,0,11.71,12.28,18.7,16/05/2017 09:39:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,1.25,1.75,118.23,0.04,0.00,-182.69,-228.518,119.544,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,139,17,1.2,00.000000,00.000000,17051601,9,0,11.71,12.28,18.7,16/05/2017 09:39:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,1.75,2.25,61.07,0.03,0.00,-29.28,-354.099,119.544,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,139,17,1.2,00.000000,00.000000,17051601,10,0,11.71,12.28,18.7,16/05/2017 09:39:22,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,2.25,2.75,62.39,1.69,0.00,-30.10,-15.719,0.742,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,1,0,1.8,00.000000,00.000000,17051601,1,0,12.07,12.16,18.7,16/05/2017 09:39:32,0,1,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,0.00,0.50,44.03,0.07,0.00,212.99,-15.996,153.026,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,155,24,1.0,00.000000,00.000000,17051601,1,0,11.59,12.14,19.2,16/05/2017 09:39:42,0,1,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,0.50,1.00,73.25,0.04,0.00,-234.30,-44.354,153.026,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,155,24,1.0,00.000000,00.000000,17051601,2,0,11.59,12.14,19.2,16/05/2017 09:39:42,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,1.00,1.50,106.11,0.04,0.00,28.85,-119.337,153.026,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,155,24,1.0,00.000000,00.000000,17051601,3,0,11.59,12.14,19.2,16/05/2017 09:39:42,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,1.50,2.00,73.85,0.04,0.00,-124.52,-182.719,153.026,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,155,24,1.0,00.000000,00.000000,17051601,4,0,11.59,12.14,19.2,16/05/2017 09:39:42,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,2.00,2.50,47.69,0.03,0.00,454.25,-354.000,153.026,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,155,24,1.0,00.000000,00.000000,17051601,5,0,11.59,12.14,19.2,16/05/2017 09:39:42,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,2.50,3.00,61.14,0.09,0.00,-73.33,-3176.527,153.026,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,155,24,1.0,00.000000,00.000000,17051601,6,0,11.59,12.14,19.2,16/05/2017 09:39:42,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,3.00,0.25,60.86,0.08,0.00,-233.58,3882.187,153.026,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,155,24,1.0,00.000000,00.000000,17051601,7,0,11.59,12.14,19.2,16/05/2017 09:39:42,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,0.25,0.75,53.01,0.05,0.00,114.27,-24.589,153.026,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,155,24,1.0,00.000000,00.000000,17051601,8,0,11.59,12.14,19.2,16/05/2017 09:39:42,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,0.75,1.25,95.63,0.00,0.00,-85.42,-77.635,153.026,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,155,24,1.0,00.000000,00.000000,17051601,9,0,11.59,12.14,19.2,16/05/2017 09:39:42,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,1.25,1.75,120.71,0.05,0.00,-178.96,-195.988,153.026,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,155,24,1.0,00.000000,00.000000,17051601,10,0,11.59,12.14,19.2,16/05/2017 09:39:42,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,1.75,2.25,60.08,0.21,0.00,2.04,-13.178,8.269,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,9,0,1.1,00.000000,00.000000,17051601,1,0,12.07,12.16,18.7,16/05/2017 09:39:52,0,1,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,2.25,2.75,62.87,0.13,0.00,24.77,-55.160,8.269,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,9,0,1.1,00.000000,00.000000,17051601,2,0,12.07,12.16,18.7,16/05/2017 09:39:52,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,0.25,0.75,53.92,0.08,0.00,117.01,-16.211,126.609,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,153,19,1.2,00.000000,00.000000,17051601,1,0,11.65,12.14,18.7,16/05/2017 09:40:02,0,1,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,0.75,1.25,100.33,0.10,0.00,-69.37,-50.267,126.609,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,153,19,1.2,00.000000,00.000000,17051601,2,0,11.65,12.14,18.7,16/05/2017 09:40:02,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,1.25,1.75,128.49,0.10,0.00,-174.32,-119.555,126.609,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,153,19,1.2,00.000000,00.000000,17051601,3,0,11.65,12.14,18.7,16/05/2017 09:40:02,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,1.75,2.25,65.00,0.07,0.00,7.59,-133.061,126.609,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,153,19,1.2,00.000000,00.000000,17051601,4,0,11.65,12.14,18.7,16/05/2017 09:40:02,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,2.25,2.75,72.39,0.13,0.00,37.58,-444.536,126.609,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,153,19,1.2,00.000000,00.000000,17051601,5,0,11.65,12.14,18.7,16/05/2017 09:40:02,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,2.75,3.25,74.46,0.11,0.00,-54.28,-3200.836,126.609,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,153,19,1.2,00.000000,00.000000,17051601,6,0,11.65,12.14,18.7,16/05/2017 09:40:02,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,3.25,0.50,75.05,0.11,0.00,321.64,3960.679,126.609,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,153,19,1.2,00.000000,00.000000,17051601,7,0,11.65,12.14,18.7,16/05/2017 09:40:02,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,0.50,1.00,75.07,0.14,0.00,-218.59,-28.815,126.609,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,153,19,1.2,00.000000,00.000000,17051601,8,0,11.65,12.14,18.7,16/05/2017 09:40:02,0,0,0.0,0.00,0.0
