El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho,Dev.,M,Sp,Vp,In,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,TM1
Mixed / non conventional,18,19,6,7,63.95,0,0,53.48,-0.172,14.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,7,8,4.1,0,0,-50.42,-0.014,14.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,8,9,64.58,0,0,44.2,-0.301,14.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,9,10,38.04,0,0,25.73,-0.244,14.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,0,3,78.09,0,0,-20.43,-0.215,13.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,3,1,36,0,0,18.23,0.072,13.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,1,2,126.67,0,0,-55.41,-0.115,13.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,2,4,95.34,0,0,85.4,-0.229,13.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,4,7,94.23,0,0,64.79,-0.587,13.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,7,5,71.48,0,0,-8.35,0.329,13.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,5,8,91.7,1.05,0,-41.4,-0.73,13.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,8,6,72.4,0,0,-2.21,0.43,13.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,6,9,82.55,0.58,0,46.75,-0.859,13.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,9,12,57.58,2.04,0,22.65,-1.619,13.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,4,1,154.7,0,0,-29,0.501,13.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,1,5,74.15,0,0,84.53,-0.358,13.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,5,2,112.57,0,0,-140.43,0.444,13.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,2,6,62.79,0,0,96.87,-0.372,13.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,6,3,102.97,0,0,-59.09,0.501,13.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,3,7,58.1,0,0,112.78,-0.43,13.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,7,9,84.02,0,0,-6.37,-0.644,13.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,9,12,45.24,3.68,0,22.57,-1.246,13.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,12,8,60.1,1.68,0,-65.53,1.919,13.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,8,10,50.93,0,0,69.37,-0.53,13.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,4,1,53.93,0,0,-29.27,0.172,13.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,1,6,98.3,0,0,40.23,-0.659,13.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,6,3,107.71,0,0,-58.82,0.515,13.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,3,5,131.43,0,0,103.43,-0.372,13.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,5,2,118.14,0,0,-140.59,0.458,13.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,2,7,110.18,8,0,149.47,-0.916,13.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,7,10,60.6,3.44,0,18.82,-0.816,13.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,10,11,71.06,0,0,-47.53,-0.601,13.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,11,8,64.32,0.69,0,-20.83,1.203,13.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,8,13,60.95,1.56,0,43.06,-3.151,13.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,3,8,93.96,0.48,0,62.01,-0.974,13.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,8,4,78.6,1.63,0,-14.72,0.716,13.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,4,7,91.87,0,0,64.6,-0.544,13.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,7,10,75.43,0.24,0,18.68,-1.002,13.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,10,5,74.55,1.63,0,-26.91,1.317,13.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,5,9,94.48,0.65,0,2.48,-1.117,13.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,9,6,78.13,1.63,0,-46.19,0.773,13.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,6,11,70.74,0.7,0,24,-1.704,13.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,11,12,54.86,1.63,0,44.5,-0.687,13.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,12,13,61.46,0.83,0,-22.13,-1.232,13.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,4,9,94.51,4.08,0,57.76,-1.239,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,9,13,58.38,1.54,0,-1.07,-2.678,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,13,10,58.32,0.95,0,26.08,2.341,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,10,6,57.5,9.15,0,-71.15,0.888,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,6,5,109.8,0,0,44.38,0.208,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,5,8,104.14,9.64,0,-40.82,-0.773,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,8,7,80.09,0,0,49.69,0.251,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,7,11,69.5,5.05,0,-28.48,-1.475,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,11,14,51.89,1.09,0,79.86,-3.443,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,14,12,48.35,2.19,0,-35.09,2.614,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,7,12,64.4,4.42,0,15.35,-2.155,12.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,12,15,45,1.18,0,-49.78,-5.521,12.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,15,10,46.76,1.07,0,53.16,6.693,12.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,10,14,53.95,2.58,0,31.38,-4.016,12.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,14,9,53.57,0.84,0,-55.77,4.295,12.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,9,11,64.86,6.43,0,-22.46,-0.902,12.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,11,13,58.78,0.95,0,22.12,-1.875,12.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,13,16,51.19,1.04,0,42.05,-14.07,12.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,16,17,39.73,0.73,0,-4.48,-27.296,12.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,17,20,46,0.54,0,-31.68,94.832,12.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,15,11,46.21,1.18,0,5.99,6.272,13.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,11,16,51.31,0.39,0,62.56,-15.826,13.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,16,12,51.11,0.68,0,-18.5,15.134,13.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,12,17,43.14,0.58,0,11.77,-42.579,13.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,17,13,42.93,0.38,0,-33.31,41.529,13.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,13,14,45.59,0.39,0,56.28,-1.575,13.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,15,14,42.34,4.18,0,84.4,2.8,12.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,14,17,42.76,0.9,0,-23.88,-38.162,12.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,17,21,45.91,0.12,0,-473.58,60.714,12.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,21,16,51.95,0.35,0,482.6,-34.346,12.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,16,20,49.14,0.27,0,-35.62,64.984,12.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,16,15,55.74,0.43,0,-68.75,9.423,12.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,15,20,48.24,0.63,0,34.22,57.075,12.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,20,17,46.03,0.52,0,24.73,-93.365,12.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,19,17,22,45.83,0.54,0,-21.86,54.233,12.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,20,14,16,50.06,0.04,0,-12.93,-50.865,38.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,18,21,12,15,44.11,0.03,0,-49.56,-33.309,42.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,1,0,-180.57,0,0,2.95,-0.186,22.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,0,2,-12.77,0,0,-58.82,0.029,22.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,2,3,79.52,0,0,38.1,-0.115,22.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,3,4,132.53,0,0,47.15,-0.229,22.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,4,5,88.67,0,0,55.64,-0.186,22.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,5,6,99.77,0,0,-43.37,-0.258,22.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,6,7,84.23,0,0,51.69,-0.272,22.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,7,8,80.15,0,0,-47.49,-0.329,22.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,8,9,85.76,0,0,42.88,-0.458,22.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,9,10,60.33,0,0,24.44,-0.43,22.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,0,3,128.38,0,0,-20.05,-0.473,22.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,3,1,156.68,0,0,17.29,0.415,22.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,1,2,70.89,0,0,-55.21,-0.086,22.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,2,4,94.96,0,0,84.7,-0.301,22.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,4,7,94.18,0,0,63.37,-0.744,22.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,7,5,88.76,0,0,-7.32,0.515,22.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,5,8,85.2,0,0,-39.68,-0.845,22.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,8,6,78.13,0,0,-3.44,0.573,22.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,6,9,77.97,0,0,46.6,-0.988,22.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,9,12,60.76,1.2,0,21.11,-1.876,22.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,4,1,89.26,0,0,-28.68,0.387,21.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,1,5,91.66,0,0,83.7,-0.587,21.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,5,2,96.23,0,0,-139.44,0.501,21.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,2,6,95.92,0,0,96.34,-0.744,21.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,6,3,101.65,0,0,-58.31,0.644,21.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,3,7,96.16,0,0,110.19,-0.916,21.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,7,9,75.06,0,0,-4.65,-0.701,21.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,9,12,59.52,1.03,0,20.87,-1.819,21.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,12,8,64.32,0.35,0,-62.78,2.305,21.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,8,10,69.74,0,0,66.74,-0.859,21.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,4,1,86.86,0,0,-28.54,0.372,21.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,1,6,84,0,0,39.99,-0.745,21.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,6,3,100.46,0,0,-58.01,0.63,21.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,3,5,87.95,0,0,102.22,-0.329,21.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,5,2,100.01,0,0,-139.55,0.515,21.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,2,7,89.83,0,0,147.73,-0.974,21.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,7,10,69.74,1.03,0,19.11,-1.131,21.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,10,11,49.32,0,0,-46.36,-0.473,21.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,11,8,61.8,0.2,0,-19.19,1.346,21.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,8,13,61.4,0.6,0,42.61,-3.438,21.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,3,8,90.29,0.03,0,62.45,-1.203,21.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,8,4,86.07,0,0,-16.01,1.003,21.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,4,7,93.38,0,0,63.23,-0.716,21.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,7,10,67.74,0.03,0,19.08,-1.088,21.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,10,5,73.24,0.94,0,-26.18,1.589,21.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,5,9,80.34,1.17,0,3.12,-1.188,21.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,9,6,78.05,0,0,-46.09,0.959,21.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,6,11,66.9,0,0,23.67,-1.919,21.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,11,12,65.47,0,0,43.54,-0.888,21.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,12,13,57.75,0.04,0,-20.04,-1.175,21.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,4,9,87.06,0.92,0,58.05,-1.446,21.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,9,13,59.42,1.87,0,-0.42,-2.95,21.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,13,10,59.15,0.49,0,24.14,2.534,21.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,10,6,70.27,3.3,0,-69.61,1.331,21.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,6,7,83.4,0,0,51.11,-0.258,21.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,7,11,64.69,3.44,0,-27.2,-1.632,21.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,11,14,56.3,0.85,0,73.79,-3.693,21.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,14,12,52.93,1.63,0,-29.92,2.764,21.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,12,15,47,0.07,0,-51.87,-5.097,21.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,15,16,50.82,0.68,0,70.23,-5.715,21.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,7,12,64.81,1.39,0,16.01,-2.477,20.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,12,16,48.86,0.57,0,16.53,-10.685,20.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,16,11,49.64,0.15,0,-60.11,11.511,20.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,11,15,49.15,0.29,0,-9.09,-5.927,20.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,15,10,49.38,0.29,0,55.97,6.413,20.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,10,13,61.45,0.29,0,-23.29,-2.606,20.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,13,14,50.41,0.29,0,50.34,-1.603,20.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,14,9,55.01,0.17,0,-49.84,4.454,20.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,10,14,57.79,0.2,0,27.9,-4.239,20.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,14,15,38.01,0.2,0,-83.6,-2.091,20.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,15,13,44.06,0.2,0,32.94,3.808,20.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,13,16,47.44,0.09,0,37.51,-9.32,20.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,16,17,27.38,0.2,0,-9.33,-7.53,20.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,17,12,36.85,0.2,0,-7.09,18.097,20.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,17,13,36.02,0.11,0,-26.69,16.841,20.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,13,18,48.22,0.04,0,55.53,-75.15,20.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,18,14,48.07,0,0,-6.46,73.406,20.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,14,17,35.25,0.24,0,-21.18,-15.294,20.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,17,18,53.33,0.06,0,24.45,-57.849,20.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,18,15,48.41,0.06,0,-84.93,70.901,20.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,15,16,50.68,0.39,0,69.91,-5.498,20.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,16,21,74.56,0.03,0,-512.77,141.55,20.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,21,17,68.59,0.03,0,502.44,-146.983,20.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,17,22,45.82,0,0,-24.41,49.098,20.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,22,18,49.64,0.06,0,45.01,-106.38,20.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,18,23,49.41,0.06,0,-211.76,92.645,20.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Mixed / non conventional,19,20,18,21,63.61,0.05,0,-518.39,202.388,19.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
