El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho,Dev.,M,Sp,Vp,In,Time,Latitude,Longitude,,,,,,,,,,,,,,,,,,TM1
Mixed / non conventional,19,20,14,17,35.32,0.06,0,52.01,-109.822,146.517,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,17,18,36.99,0.06,0,-5.83,-287.51,146.517,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,18,15,36.37,0.06,0,28.33,381.65,146.517,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,15,16,38.02,0.11,0,-64.43,-29.55,146.517,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,16,21,52.81,0.03,0,-263.39,718.355,146.517,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,21,17,50.36,0.03,0,298.08,-785.893,147.071,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,17,22,41.38,0.03,0,6.5,322.872,147.071,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,22,18,39.2,0.03,0,-13.93,-611.719,147.071,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,18,23,38.43,0.03,0,-72.31,524.758,147.071,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,20,18,21,45.92,0.06,0,-283.65,1079.071,147.637,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,19,22,13,16,42.35,0.07,0,-13.15,-99.182,132.449,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,20,4,1,57.5,0,0,50.99,-496.682,106.449,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,20,1,5,52.32,0.03,0,-27.01,603.379,106.449,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,20,1,6,50.14,0.03,0,18.03,656.353,106.988,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,1,0,76.58,0,0,-92.98,0.544,178.137,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,0,2,-25.12,0,0,295.24,0.387,178.137,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,2,3,252.5,0,0,-219.7,-2.463,178.137,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,3,4,84.06,0,0,-15.72,-0.974,178.137,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,4,5,92.7,0,0,29.06,-1.288,178.137,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,5,6,69.57,0,0,44.47,-1.174,178.137,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,6,7,77.19,0,0,-62.28,-1.603,178.137,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,7,8,49.09,0,0,41.37,-1.275,178.137,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,8,9,60.23,0,0,27.83,-1.99,178.137,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,9,10,62.36,0,0,-122.71,-2.679,178.137,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,0,3,82.31,0,0,74.48,-2.076,178.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,3,1,82.3,0,0,17.32,1.49,178.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,1,2,75.76,0,0,102.27,-0.63,178.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,2,4,83.63,0,0,-134.85,-1.79,178.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,4,7,80.29,0,0,11.15,-4.151,178.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,7,5,74.31,0,0,18.58,2.806,178.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,5,8,65.96,0,0,22.87,-4.209,178.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,8,6,64.77,0,0,21.64,3.036,178.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,6,9,63.52,0,0,6.69,-5.083,178.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,9,11,58.7,0,0,5.76,-5.901,178.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,4,1,79.21,0,0,32.25,2.363,179.372,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,1,5,84.32,0,0,-3.39,-3.695,179.372,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,5,2,86.77,0,0,74.29,3.078,179.372,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,2,6,81.31,0,0,-29.88,-4.266,179.372,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,6,3,81.23,0,0,-56.83,3.464,179.372,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,3,7,79.96,0,0,-4.65,-5.083,179.372,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,7,9,57.34,0,0,68.85,-3.407,179.372,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,9,12,59.36,0.27,0,28.61,-10.698,179.372,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,12,8,59.95,0.04,0,-55.84,12.8,179.372,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,8,10,62.52,0,0,-93.61,-4.784,179.372,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,4,1,79.46,0,0,32.21,2.377,179.892,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,1,6,80.07,0,0,40.48,-4.884,179.892,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,6,3,81.01,0,0,-56.48,3.465,179.892,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,3,5,86.25,0,0,13.5,-2.219,179.892,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,5,2,86.91,0,0,56.73,3.092,179.892,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,2,7,80.15,0,0,-74.68,-5.899,179.892,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,7,10,60.34,0,0,-52.55,-6.213,179.892,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,10,11,53.98,0,0,126.67,-3.122,179.892,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,11,8,59.78,0,0,-32.77,8.046,179.892,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,8,13,53.54,0,0,-29.45,-17.547,179.892,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,3,8,73.4,0,0,34.53,-6.616,180.242,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,8,4,71.96,0,0,-51.37,5.643,180.242,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,4,7,79.34,0,0,11.87,-4.138,180.242,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,7,10,60.23,0,0,-52.13,-6.214,180.242,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,10,5,64.86,0.11,0,71.02,9.162,180.242,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,5,9,64.56,0,0,50.15,-6.314,180.242,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,9,6,64.02,0,0,-6.28,5.168,180.242,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,6,11,60.78,0.08,0,11.79,-11.07,180.242,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,11,12,60.37,0,0,23.25,-4.811,180.242,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,12,13,41.4,0,0,-85.41,-4.713,180.242,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,4,9,69.35,0,0,78.88,-7.776,180.668,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,9,12,58.7,0.15,0,28.29,-10.656,180.668,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,12,7,59.32,0.08,0,-95.66,14.318,180.668,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,7,11,58.51,0.15,0,73.19,-9.449,180.668,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,11,14,48.34,0.06,0,-84.13,-17.651,180.668,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,14,10,49.32,0.08,0,-40.19,20.875,180.668,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,10,6,63.82,0,0,113.8,7.945,180.668,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,13,9,52.2,0.11,0,56.56,15.437,180.724,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,9,14,50.37,0.11,0,-78.72,-23.518,180.724,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,14,12,44.91,0.05,0,107.71,12.814,180.724,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,12,15,43.75,0.03,0,-34.62,-24.468,180.724,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,15,10,46.62,0.06,0,-112.26,32.51,180.724,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,10,13,50.74,0.05,0,60.96,-12.788,180.626,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,13,14,47.04,0,0,-21.64,-8.049,180.626,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,14,15,42.52,0.05,0,72.82,-11.64,180.626,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,15,11,45.9,0.05,0,11.75,29.321,180.626,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,11,16,42.51,0,0,-75.17,-47.527,180.626,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,16,12,41.06,0.04,0,98.73,42.623,180.626,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,12,17,35.93,0.05,0,-61.34,-71.731,180.626,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,17,18,26.54,0.05,0,-24,-63.584,180.626,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,18,19,52.48,0.04,0,132.39,-502.908,180.626,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,19,22,45.43,0.05,0,-369.89,1305.976,180.626,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,10,13,50.61,0.1,0,60.4,-12.802,181.321,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,13,15,44.29,0.06,0,50.63,-19.779,181.321,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,15,16,37.95,0.07,0,-63.14,-18.255,181.321,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,16,14,39.65,0.08,0,-8.45,29.965,181.321,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,14,17,34.43,0.07,0,45.44,-59.136,181.321,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,17,22,44.1,0.07,0,-255.32,742.416,181.321,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,22,18,41.91,0.04,0,231.11,-806.2,181.321,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,18,23,32.75,0.03,0,-36.22,315.013,181.321,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,23,19,42.62,0.06,0,166.14,-819.964,181.321,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,16,13,41.03,0.06,0,12.39,38.135,181.697,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,13,17,35.58,0.07,0,23.73,-67.373,181.697,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,13,18,30.51,0.03,0,-2.25,-130.958,181.211,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,18,14,29.83,0.03,0,-19.08,122.887,181.211,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,14,19,45.69,0.04,0,146.21,-627.511,181.211,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,19,15,45.75,0.03,0,-73.6,615.771,181.211,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,15,16,37.91,0.04,0,-63.07,-18.223,181.211,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,16,17,30.37,0.04,0,36.67,-29.193,181.211,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,15,18,28.92,0,0,-54.02,-111.34,181.414,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,18,16,27.62,0.05,0,-9.58,93.053,181.414,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,21,16,19,46.05,0.04,0,134.74,-598.346,181.414,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,20,23,14,17,42,0.03,0,43.06,-113.631,152.981,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,21,5,2,53.07,0,0,10.71,-623.316,144.73,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,21,2,6,47.2,0.03,0,30.61,740.03,144.73,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,21,2,7,46.38,0.05,0,-29.33,820.734,144.63,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,1,0,79.29,0,0,-91.08,0.43,157.277,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,0,2,84.53,0,0,100.9,-0.988,157.277,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,2,3,-76.29,0,0,223.37,0.558,157.277,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,3,4,227.79,0,0,-265.46,-1.961,157.277,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,4,5,100.8,0,0,32.44,-1.031,157.277,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,5,6,79.34,0,0,41.62,-0.974,157.277,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,6,7,87.43,0,0,-60.61,-1.303,157.277,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,7,8,60.91,0,0,39.34,-1.117,157.277,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,8,9,75.58,0,0,28.63,-1.732,157.277,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,9,10,72.67,0,0,-114.75,-2.12,157.277,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,0,3,88.27,0,0,233.78,-1.675,157.025,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,3,1,89.71,0,0,-143.6,1.217,157.025,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,1,2,93.72,0,0,9.64,-0.587,157.025,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,2,4,88.22,0,0,-41.55,-1.403,157.025,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,4,6,90.51,0,0,73.82,-2.033,157.025,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,6,8,74.64,0,0,-21.56,-2.477,157.025,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,8,5,73.09,0,0,-19.05,3.321,157.025,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,5,9,75.04,0,0,48,-5.127,157.025,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,9,7,67.43,0,0,-67.08,2.778,157.025,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,7,10,71.09,0,0,-46.95,-4.999,157.025,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,1,4,86.62,0,0,-32.58,-1.919,156.922,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,4,7,89.06,0,0,12.79,-3.323,156.922,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,7,2,89.34,0,0,28.15,4.753,156.922,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,2,5,95.46,0,0,-7.89,-2.491,156.922,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,5,3,95.21,0,0,111.66,1.789,156.922,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,3,6,86.27,0,0,-70.13,-2.677,156.922,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,6,9,73.06,0,0,6.8,-4.094,156.922,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,9,11,66.74,0,0,3.92,-4.468,156.922,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,11,8,69.82,0,0,-31.84,6.271,156.922,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,8,10,72.75,0,0,-85.17,-3.782,156.922,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,2,6,88.61,0,0,33.34,-3.394,156.774,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,6,3,86.38,0,0,52.15,2.678,156.774,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,3,7,87.73,0,0,-112.05,-4.023,156.774,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,7,4,88.34,0,0,-13.09,3.293,156.774,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,4,8,79.36,0,0,52.05,-4.409,156.774,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,8,12,69.37,0.19,0,55.42,-9.722,156.774,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,12,9,67.49,0.14,0,-26.24,7.916,156.774,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,9,13,61.55,0.05,0,-58.01,-11.485,156.774,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,13,10,59.08,0.04,0,-54.88,9.306,156.774,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,10,5,73.91,0,0,66.66,7.191,156.774,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,3,8,81.98,0,0,-62.22,-5.256,156.699,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,8,13,62.46,0.14,0,-29.63,-13.076,156.699,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,13,10,58.2,0.04,0,-54.01,9.163,156.699,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,10,6,75.1,0,0,106.65,6.385,156.699,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,6,9,77.01,0,0,6.8,-4.309,156.699,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,9,4,72.35,0,0,-80.02,5.67,156.699,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,6,11,70.29,0.26,0,9.72,-8.635,156.751,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,11,7,67.77,0,0,-70.4,7.319,156.751,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,7,10,70.36,0,0,-45.07,-4.94,156.751,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,10,14,58.44,0.17,0,34.88,-14.99,156.751,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,14,9,60,0.04,0,78.02,17.135,156.751,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,9,12,68.12,0.82,0,26.72,-7.989,156.751,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,12,13,51.02,0,0,-84.48,-3.536,156.751,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,13,15,55.32,0.31,0,52.39,-13.691,156.751,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,15,16,49.59,0.22,0,-61.31,-11.783,156.751,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,16,17,39.38,0.36,0,35.61,-16.372,156.751,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,7,12,67.76,0.38,0,92.74,-10.726,156.653,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,12,11,67.96,0,0,-23.2,3.423,156.653,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,11,10,62.92,0,0,-114.74,2.377,156.653,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,10,15,56.77,0.08,0,105.63,-22.979,156.653,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,15,14,53.92,0.2,0,-70.86,8.002,156.653,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,14,13,57.88,0,0,19.24,5.727,156.653,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,13,16,52.35,0.16,0,-9.42,-25.38,156.653,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,16,19,41.63,0.03,0,129,-138.395,156.653,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,19,18,45.83,0.05,0,-120.16,95.224,156.653,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,18,17,32.4,0.12,0,26.74,26.929,156.653,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,14,11,57.6,0.1,0,80.42,12.587,156.635,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,11,15,56.17,0.06,0,-9.85,-20.61,156.635,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,15,12,53.87,0.27,0,32.96,17.052,156.635,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,12,16,52.26,0.08,0,-93.93,-28.949,156.635,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,16,20,54.33,0.05,0,-3.78,-632.106,156.635,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,20,17,54.88,0.02,0,39.07,615.62,156.635,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,17,13,46.29,0.06,0,-25.18,41.67,156.635,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,13,18,39.67,0,0,-0.89,-68.682,156.635,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,18,23,33.04,0.03,0,-235,480.487,156.635,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,23,19,34.65,0.03,0,355.11,-575.839,156.635,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,11,16,53.49,0.07,0,-71.13,-32.335,156.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,16,14,50.99,0.14,0,-9.6,19.679,156.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,14,12,54.72,0.14,0,103.92,9.206,156.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,12,17,46.74,0.06,0,-58.99,-45.327,156.685,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,17,14,45.02,0.07,0,-44.45,36.13,156.871,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,14,18,38.57,0.06,0,17.16,-63.048,156.871,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,18,15,37.08,0.05,0,54.11,55.108,156.871,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,15,19,42.17,0.03,0,64.48,-150.399,156.871,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,19,20,59.4,0,0,-130.24,-494.307,156.871,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,20,23,42.9,0,0,-209.18,1071.115,156.871,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,14,19,42.64,0.03,0,133.18,-158.439,156.901,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,19,15,42.16,0.04,0,-63.05,150.401,156.901,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,15,20,54.24,0,0,-66.15,-645.036,156.901,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,21,22,20,23,42.9,0,0,-203.03,1071.236,156.901,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,22,6,3,45.87,0,0,0.03,-686.497,184.42,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,22,3,7,43.33,0,0,-60.18,865.681,184.42,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,22,3,8,41.71,0.03,0,-24.65,942.442,184.679,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,1,0,105.75,0,0,-89.66,0.444,140.134,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,0,2,107.91,0,0,92.49,-0.974,140.134,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,2,3,112.7,0,0,36.44,-0.63,140.134,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,3,4,-24.15,0,0,94.25,0.157,140.134,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,4,5,238.83,0,0,-130.33,-1.832,140.134,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,5,6,95.86,0,0,39.43,-0.873,140.134,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,6,7,111.29,0,0,-59.53,-1.217,140.134,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,7,8,72.27,0,0,37.58,-0.959,140.134,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,8,9,91.13,0,0,29.25,-1.489,140.134,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,9,10,93.28,0,0,-108.6,-1.905,140.134,500,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,22,23,0,3,116.63,0,0,125.87,-1.704,140.102,500,0,0,,,,,,,,,,,,,,,,,,40
