El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho,Dev.,M,Sp,Vp,In,Time,Latitude,Longitude,,,,,,,,,,,,,,,,,,TM1
Mixed / non conventional,4,9,13,14,36.56,0.06,3.48,-2.58,-22.813,100.817,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,9,14,15,41.19,0.29,-4.02,13.1,-16.021,100.817,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,9,15,16,55.98,0.14,-0.64,-21.49,-14.582,100.817,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,9,16,17,46.94,0.2,-0.74,45.21,-8.563,100.144,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,9,17,18,49.67,0.25,5.52,-16.83,-6.646,100.144,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,9,18,19,71.59,0.33,1.15,-32.33,-7.245,100.144,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,9,19,20,78.99,0.6,1.32,15.56,-6.199,100.144,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,9,20,21,64.26,0.21,0.97,15.86,-3.994,100.144,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,9,21,22,88.91,0.25,2.73,-2.61,-4.453,100.144,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,9,22,23,68.13,1.47,-2.78,-10.11,-2.791,100.144,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,4,9,23,5,46,0,0.65,117.8,-563.692,100.144,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,7,8,44.48,0.09,0.74,191.33,-318.954,135.179,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,8,9,26.43,79.97,-46.61,214.39,-47.393,135.179,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,9,10,48.43,94.21,34.29,-127.48,-34.734,135.179,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,10,11,34.38,0.38,0.36,-23.18,-12.327,135.179,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,11,12,46.04,0.17,-0.08,17.15,-9.434,135.179,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,12,13,43.38,0.66,1.26,-14.19,-5.555,135.179,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,13,14,60.36,0.8,4.62,-2.65,-5.153,135.179,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,14,15,64.22,1.04,-3.79,13.23,-3.838,135.179,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,15,16,84.33,0.2,-0.05,-21.62,-3.665,135.179,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,16,17,66.79,2.3,-7.94,45.69,-2.177,135.179,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,17,18,70.47,4.95,6.93,-16.9,-1.776,135.838,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,18,19,99.83,5.08,-8,-32.83,-1.977,135.838,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,19,20,107.12,5.8,-1.56,15.91,-1.697,135.838,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,20,21,84.55,3.69,4.79,15.75,-1.088,135.838,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,21,22,116.17,1.57,-0.4,-2.76,-1.231,135.838,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,6,22,23,88.36,10.13,9.95,-9.99,-0.78,135.838,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,9,11,36.53,0.2,0.81,-93.14,-179.962,185.699,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,11,12,38.43,0.04,0.54,17.8,-29.748,185.699,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,12,13,36.84,0.15,0.32,-13.89,-16.852,185.699,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,13,14,50.93,0.14,4.72,-2.62,-14.933,185.699,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,14,15,55.29,0.73,-3.5,13.27,-11.023,185.699,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,15,16,73,0.35,1.07,-21.48,-10.351,185.699,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,16,17,59.87,1.25,2.15,45.62,-6.255,185.699,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,17,18,62.9,0.43,2.05,-16.07,-4.984,185.699,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,18,19,88.22,0.33,1.33,-32.54,-5.426,185.699,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,19,20,95.26,1.62,-0.83,15.77,-4.641,185.699,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,20,21,77.63,3.85,-12.5,15.42,-3.065,186.788,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,21,3,84.32,0,-299.99,180.08,-649.089,186.788,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,3,4,49.77,0,-299.99,171.99,-616.508,186.788,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,4,5,-17.65,0,-299.99,168.96,-611.991,186.788,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,7,5,6,38.49,0,-299.99,153.31,-572.103,186.788,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,6,7,35.36,2.16,1.2,-59.24,1213.323,215.613,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,7,9,30.66,10.32,-0.39,-128.77,263.033,215.613,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,9,10,37.04,0.01,0.86,-52.49,-571.952,215.613,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,10,11,22.81,0.06,0.76,-22.33,-104.363,215.613,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,11,12,30.2,0.06,0.79,19.04,-61.692,215.613,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,12,13,29.38,0.2,0.51,-13.67,-32.407,215.613,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,13,14,41.09,0.22,3.92,-2.2,-27.42,215.613,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,14,15,45.53,0.43,-4.66,13.64,-19.841,215.613,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,15,16,61.11,0.35,0.98,-21.37,-18.383,215.613,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,16,17,50.75,0.76,0.23,45.89,-10.994,215.613,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,11,14,31.88,0.03,1.49,2.38,-122.223,216.814,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,14,15,45.47,0.24,-3.17,13.32,-19.923,216.814,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,15,16,61.1,0.13,1.05,-21.1,-18.484,216.814,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,16,17,50.74,0.09,0.26,45.63,-11.053,216.814,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,17,18,53.48,0.86,2.6,-16.12,-8.675,216.814,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,18,19,76.37,0.15,-0.94,-32.37,-9.478,216.814,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,19,20,83.44,0.08,0.94,15.76,-8.102,216.814,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,20,21,68.07,0.93,-1.33,16.08,-5.27,216.814,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,21,22,93.34,1.33,2.87,-2.82,-5.856,216.814,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,22,23,71.41,1.82,1.45,-9.91,-3.681,216.814,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,17,18,53.43,3.79,3.1,-17.46,-8.707,217.786,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,18,19,76.23,2.34,-2.47,-32.05,-9.503,217.786,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,19,22,81.41,0.54,2.25,28.89,-19.4,217.786,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,22,23,71.33,3.34,-3.11,-10.11,-3.694,217.786,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,23,2,109.57,0,-299.99,158.75,-675.202,217.786,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,2,3,129.79,0,-299.99,145.82,-599.85,217.786,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,3,4,36.57,0,-299.99,147.18,-570.431,217.786,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,4,5,-12.01,0,-299.99,109.75,-451.038,217.786,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,8,5,6,13.02,0,-299.99,87.7,-376.028,217.786,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,6,7,37.59,0.04,0.86,-118.26,558.474,140.018,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,7,8,30.56,6.03,2.33,152.91,454.081,140.018,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,8,10,20.07,47.02,-11.76,-208.49,59.633,140.018,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,10,11,32.04,0.02,1,-26.27,-333.155,140.018,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,11,12,28.97,0.04,0.95,18.15,-92.233,140.018,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,12,13,25.78,0.11,0.52,-14.36,-37.612,140.018,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,13,14,34.97,0.15,4.04,-2.78,-28.143,140.018,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,14,15,39.53,0.04,-3.89,13.26,-19.576,140.018,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,15,16,53.6,0.11,1.09,-21.81,-17.582,140.018,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,16,17,45.26,0.01,2.41,45.65,-10.371,140.018,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,17,18,48.23,1.09,4.65,-17,-7.976,138.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,18,19,69.19,0.76,-1.66,-32.9,-8.594,138.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,19,20,76.28,0.77,1.35,15.89,-7.302,138.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,20,21,62.67,1.24,-0.05,15.76,-4.725,138.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,21,22,86.19,1.35,0.97,-3.03,-5.211,138.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,9,22,23,66.01,2.17,-2.45,-9.99,-3.25,138.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,6,7,37.48,0,0.87,-121.12,568.555,163.378,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,7,8,24.95,0.75,1.24,23.75,216.27,163.378,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,8,9,33.5,6.88,4.24,17.87,508.131,163.378,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,9,11,148.65,11.51,-4.57,-137.24,322.102,163.378,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,11,12,47.36,0.02,1.01,27.59,-586.397,163.378,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,12,13,29.66,0.01,0.76,-12.47,-114.783,163.378,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,13,14,33.91,0.23,4.23,-1.76,-61.224,163.378,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,14,15,38.35,0.16,-3.93,13.98,-38.78,163.378,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,15,16,52.35,0.21,0.65,-21.25,-33.001,163.378,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,16,17,45,0.05,1.01,45.99,-18.994,163.378,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,17,18,48.53,0.62,7.91,-16.85,-14.449,163.431,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,18,19,70.32,1.09,-4.27,-32.47,-15.354,163.431,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,19,20,78.03,0.13,1.09,16.11,-12.886,163.431,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,20,21,64.61,0.09,0.14,15.91,-8.275,163.431,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,21,22,89.49,0.24,1.7,-2.89,-9.076,163.431,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,5,10,22,23,69.37,0.39,1.88,-9.89,-5.67,163.431,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,8,9,30.82,0.09,0.28,2.06,-323.708,198.01,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,9,10,37.3,28.96,-14.65,89.92,-97.952,198.01,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,10,11,28.53,87.36,31.25,-178.86,-29.967,198.01,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,11,12,34.1,0.25,1.3,19.07,-17.91,198.01,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,12,13,32.72,0.4,0.31,-14.24,-9.82,198.01,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,13,14,44.65,0.13,5.32,-2.46,-8.376,198.01,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,14,15,48.99,0.02,-1.77,13.28,-6.127,198.01,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,15,16,64.62,1.31,4.01,-21.61,-5.657,198.01,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,16,17,53.3,2.71,-2.4,45.59,-3.393,198.01,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,17,18,55.5,6.71,-9.25,-16.13,-2.65,198.01,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,18,19,79.35,8.82,2.94,-33.28,-2.943,199.934,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,19,20,86.26,8.35,-1.81,15.5,-2.514,199.934,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,20,21,70.32,3.17,-3.73,16.2,-1.639,199.934,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,21,22,95.24,1.83,-2.19,-3.24,-1.804,199.934,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,7,22,23,72.96,8.95,-14.71,-10.04,-1.138,199.934,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,10,12,22.96,0.4,0.77,-95.4,-140.71,231.066,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,12,13,26.14,0.27,1.68,-14.19,-25.179,231.066,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,13,14,36.15,0.13,4.14,-2.1,-20.574,231.066,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,14,15,40.3,1.14,-3.51,13.4,-14.703,231.066,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,15,16,54.01,0.32,-0.11,-21.59,-13.399,231.066,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,16,17,45.12,1.65,2.7,45.8,-7.96,231.066,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,17,18,47.89,0.27,-0.68,-16.23,-6.227,231.066,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,18,19,68.13,1.33,0.37,-32.44,-6.716,231.066,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,19,20,74.82,0.21,0.79,15.78,-5.727,231.066,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,20,21,61.2,1.69,6,16.06,-3.71,231.066,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,21,22,84.67,6.56,-4.39,-4.74,-4.153,232.08,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,22,23,64.3,5.93,13.75,-9.48,-2.578,232.08,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,8,23,2,238.52,0,-299.99,189.79,-803.281,232.08,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,7,8,35.19,2.14,1.36,143.5,813.467,145.265,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,8,10,26.04,12.15,-2.33,-124.4,150.494,145.265,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,10,11,31.95,0.03,0.89,-108.34,-332.354,145.265,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,11,12,27.75,0.07,0.71,18.57,-85.558,145.265,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,12,13,24,0.23,0.57,-14.6,-33.025,145.265,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,13,14,31.83,0.51,3.83,-2.81,-23.652,145.265,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,14,15,35.97,0.97,-4.11,13.16,-16.168,145.265,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,15,16,48.66,1.05,0.42,-21.86,-14.285,145.265,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,16,17,41.26,1.38,0.04,45.49,-8.361,145.265,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,17,18,43.97,2.8,0.92,-16.37,-6.417,145.265,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,12,15,28.39,0.11,0.88,-5.03,-73.248,145.911,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,15,16,48.67,0.48,0.66,-22.16,-14.351,145.911,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,16,17,41.42,0.22,0.65,45.76,-8.433,145.911,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,17,18,43.94,0.54,1.64,-16.58,-6.443,145.911,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,18,19,63.47,0.05,1.08,-32.7,-6.929,145.911,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,19,20,69.94,1.26,-1.34,15.84,-5.842,145.911,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,20,21,57.61,1.06,1.56,15.89,-3.765,145.911,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,21,22,79.71,0.76,-0.22,-3.18,-4.153,145.911,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,22,23,61.38,2.18,-0.74,-10.11,-2.591,145.911,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,23,2,-0.62,45.63,196.8,0.14,1.733,145.911,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,18,19,63.19,0.21,0.26,-33.21,-6.859,145.086,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,19,20,70.19,0.2,-1.82,15.38,-5.829,145.086,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,20,21,57.29,0.6,5.36,16.19,-3.723,145.086,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,21,22,79.04,2.09,0.27,-3.45,-4.095,145.086,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,22,23,60.7,0.16,0.93,-10.11,-2.548,145.086,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,23,2,47.59,0,-299.99,87.91,-131.606,145.086,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,9,2,3,96.44,0,-299.99,93,-132.553,145.086,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,7,8,34.7,0.07,0.87,13.19,630.906,171.371,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,8,9,32.85,6.21,3.74,58.94,597.378,171.371,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,9,11,108.11,9.64,-3.64,-173.53,393.161,171.371,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,11,12,47.39,0.01,1.01,25.66,-603.129,171.371,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,12,13,29.09,0.03,0.71,-13.11,-113.334,171.371,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,13,14,32.29,0.08,3.89,-1.98,-57.671,171.371,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,14,15,36.36,0.13,-4.51,13.71,-35.815,171.371,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,15,16,49.41,0.18,0.38,-21.4,-29.945,171.371,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,16,17,42.58,0.46,-0.46,45.73,-17.095,171.371,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,17,18,45.97,0.56,3.39,-16.21,-12.892,171.371,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,18,19,66.6,0.52,-0.43,-33.09,-13.59,171.426,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,19,20,74.4,0,2.18,15.63,-11.401,171.426,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,20,21,61.58,0.34,3.24,16.29,-7.273,171.426,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,21,22,85.28,1.16,1.17,-3.36,-7.932,171.426,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,10,22,23,66.41,0.85,1.07,-10.05,-4.953,171.426,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,7,8,36.9,0.03,0.86,18.52,500.062,145.977,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,8,9,29.54,0.07,0.52,32.01,228.745,145.977,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,9,10,49.74,3.8,2.72,49.7,674.043,145.977,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,10,12,6.37,191.12,-108.87,-144.72,12.341,145.977,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,12,13,40.21,0,0.72,-20.38,-444.891,145.977,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,13,14,30.78,0.02,3.48,-4.07,-106.407,145.977,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,14,15,32.56,0.09,-4.25,12.67,-52.535,145.977,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,15,16,43.19,0,0.09,-22.27,-39.024,145.977,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,16,17,38.89,0.02,1.45,45.24,-21.905,145.977,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,17,18,42.31,0.25,2.12,-16.52,-15.957,145.977,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,18,19,62.2,0.06,1.55,-33.47,-16.425,144.942,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,19,20,69.97,0.14,-0.95,15.22,-13.549,144.942,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,20,21,58.55,0.11,1.91,16.09,-8.576,144.942,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,21,22,82.05,0.36,0.74,-3.64,-9.32,144.942,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,6,11,22,23,63.82,0.76,2.73,-10.22,-5.74,144.942,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,9,10,36.02,0.05,0.99,4.21,-805.269,421.446,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,10,11,18.6,31.33,-17.15,73.92,-103.967,421.446,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,11,12,25.29,54.27,24.81,-164.28,-56.54,421.446,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,12,13,22.42,0.41,0.15,-14.02,-25.069,421.446,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,13,14,30.84,0.28,4.2,-2.36,-19.698,421.446,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,14,15,34.43,0.52,-4.13,13.7,-13.745,421.446,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,15,16,46.63,0.16,1.28,-21.7,-12.411,421.446,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,16,17,38.97,0.29,2.69,45.77,-7.261,421.446,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,17,18,41.31,0.72,0.41,-16.35,-5.598,421.446,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,18,19,60.04,2.16,1.76,-32.5,-6.102,421.446,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,19,20,65.75,0.14,-3.06,15.35,-5.227,428.573,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,8,20,21,53.66,0.25,6.08,15.7,-3.351,428.573,1000,0,0,,,,,,,,,,,,,,,,,,40
