# Prime:                           	RX Ver.1.00.5928 H8S Ver.1.00.0602
cmd_file_no:                       	3001
cmd_file:                          	Youtsiplu Line1_fwd a1-4 n1-7
set_est_meas_duration:             	35
site_name:                         	Youtsiplu
objective_name:                    	Line1
set_name:                          	Youtsiplu Line1_fwd a1-4 n1-7_2020-01-31_000028
set_actual_start_time:             	2020-01-31T00:00:28
set_meas_type:                     	res
set_meas_array_style:              	PRIME-02
set_current_max:                   	100	mA
set_meas_frequency:                	25	Hz
set_max_meas_cycles:               	36
set_meas_trim_samples:             	100
set_meas_SP_trim_settle_time:      	100
set_meas_scaling_percent_max_curr: 	90%
set_meas_scaling_percent_peak_volt:	90%
set_meas_scaling_cycle_freq:       	25	Hz
set_meas_scaling_cycle_num:        	5
set_meas_scaling_curr:             	2	mA
set_meas_null_cycle:               	2
set_no_of_meas:                    	3108
set_no_of_columns:                 	25
#Units	Ohm	Tenths %	-	-	-	-	mV	Tenths %	mV	Tenths %	Degrees	Tenths %	mA	Tenths %	V	Tenths %	Ohm	mV	-	Minutes	-	-	YYYY-MM-DDTHH:MM:SS	-
#%d	%g	%g	%d	%d	%d	%d	%g	%g	%g	%g	%g	%g	%g	%g	%g	%g	%g	%g	%g	%.3f	%d	%d	%u%c%u%c%u%c%u%c%u%c%u	%x
data:
pt_line_number:	pt_calc_res:	pt_calc_res_error:	pt_c1_no:	pt_c2_no:	pt_p1_no:	pt_p2_no:	pt_meas_voltage_mean:	pt_meas_voltage_error:	pt_meas_quad_mean:	pt_meas_quad_error:	pt_calc_phase_mag:	pt_calc_phase_error:	pt_meas_current_mag:	pt_meas_current_error:	pt_meas_applied_voltage:	pt_meas_applied_voltage_error:	pt_meas_contact_resistance:	pt_meas_pre_sample:	pt_meas_gain:	pt_elapsed_meas_time:	pt_cmd_line_no:	pt_meas_channel:	pt_time:	pt_error_code:
121	0.0457942	5.70012	7	3	15	19	4.12138	5.70007	-0.0332301	496.068	-0.461957	496.079	89.9979	0.025543	28.3077	0.608162	314.537	-10.6813	1	0.869	18	2	2020-01-31T00:01:19	0x00
122	0.0201749	17.9944	7	3	19	23	1.8157	17.9944	-0.027455	845.5	-0.866294	845.562	89.9979	0.025543	28.3077	0.608162	314.537	73.167	1	0.869	18	3	2020-01-31T00:01:19	0x00
123	0.010754	17.4643	7	3	23	27	0.967838	17.4643	-0.0113806	1337.8	-0.673696	1337.79	89.9979	0.025543	28.3077	0.608162	314.537	-47.303	1	0.869	18	4	2020-01-31T00:01:19	0x00
124	0.0064761	61.7148	7	3	27	31	0.582835	61.7148	0.00108031	25945.7	0.1062	25945.7	89.9979	0.025543	28.3077	0.608162	314.537	-4.7303	1	0.869	18	5	2020-01-31T00:01:19	0x00
125	0.00665584	62.1496	7	3	31	35	0.599012	62.1496	-0.0172714	1654.8	-1.65156	1655.05	89.9979	0.025543	28.3077	0.608162	314.537	-104.219	1	0.869	18	6	2020-01-31T00:01:19	0x00
126	0.00258468	60.1691	7	3	35	39	0.232616	60.1691	0.0115445	1022.58	2.84121	1022.67	89.9979	0.025543	28.3077	0.608162	314.537	56.1532	1	0.869	18	7	2020-01-31T00:01:19	0x00
127	1.09366	0.442591	8	7	9	10	98.4185	0.441999	0.0415897	947.611	0.0242121	947.611	89.9904	0.0229002	28.4373	0.383464	316.004	23.5752	1	0.916	19	1	2020-01-31T00:01:22	0x00
128	0.170492	1.10273	8	7	10	11	15.3426	1.10249	0.0169205	868.627	0.0631882	868.627	89.9904	0.0229002	28.4373	0.383464	316.004	4.57771	1	0.916	19	2	2020-01-31T00:01:22	0x00
129	0.0701674	4.41851	8	7	11	12	6.31439	4.41845	0.0112575	2206.12	0.102149	2206.12	89.9904	0.0229002	28.4373	0.383464	316.004	-40.2075	1	0.916	19	3	2020-01-31T00:01:22	0x00
130	0.0366975	2.82792	8	7	12	13	3.30242	2.82783	0.00555296	1852.41	0.0963417	1852.41	89.9904	0.0229002	28.4373	0.383464	316.004	-14.4198	1	0.916	19	4	2020-01-31T00:01:22	0x00
131	0.0215264	19.639	8	7	13	14	1.93717	19.639	-0.00327442	10007.9	-0.0968478	10007.9	89.9904	0.0229002	28.4373	0.383464	316.004	66.1479	1	0.916	19	5	2020-01-31T00:01:22	0x00
132	0.0119205	29.7446	8	7	14	15	1.07273	29.7446	0.00306062	9493.58	0.163471	9493.58	89.9904	0.0229002	28.4373	0.383464	316.004	-34.1802	1	0.916	19	6	2020-01-31T00:01:22	0x00
133	0.00690666	16.5327	8	7	15	16	0.621533	16.5327	-0.00117467	6815.41	-0.108286	6815.41	89.9904	0.0229002	28.4373	0.383464	316.004	-77.7447	1	0.916	19	7	2020-01-31T00:01:22	0x00
134	0.327657	1.35393	8	6	10	12	29.4869	1.35375	0.0759845	443.183	0.147645	443.183	89.9931	0.0223094	29.2678	0.247902	325.223	-32.8832	1	0.963	20	1	2020-01-31T00:01:25	0x00
135	0.0857484	1.8376	8	6	12	14	7.71677	1.83746	0.0254442	432.12	0.188918	432.12	89.9931	0.0223094	29.2678	0.247902	325.223	53.9406	1	0.963	20	2	2020-01-31T00:01:25	0x00
136	0.02978	11.6343	8	6	14	16	2.67999	11.6342	-0.00843032	3076.44	-0.180232	3076.44	89.9931	0.0223094	29.2678	0.247902	325.223	-86.4424	1	0.963	20	3	2020-01-31T00:01:25	0x00
137	0.0118177	14.702	8	6	16	18	1.06352	14.702	0.0251703	538.099	1.35577	538.099	89.9931	0.0223094	29.2678	0.247902	325.223	58.8998	1	0.963	20	4	2020-01-31T00:01:25	0x00
138	0.00665871	54.716	8	6	18	20	0.599238	54.716	0.0369715	747.842	3.53053	747.944	89.9931	0.0223094	29.2678	0.247902	325.223	77.821	1	0.963	20	5	2020-01-31T00:01:25	0x00
139	0.00429189	68.1157	8	6	20	22	0.386241	68.1157	-0.00634475	3412.46	-0.94111	3412.52	89.9931	0.0223094	29.2678	0.247902	325.223	-138.247	1	0.963	20	6	2020-01-31T00:01:25	0x00
140	0.00242622	46.5678	8	6	22	24	0.218343	46.5678	0.00635509	1191.56	1.66718	1191.8	89.9931	0.0223094	29.2678	0.247902	325.223	31.9677	1	0.963	20	7	2020-01-31T00:01:25	0x00
141	0.232364	2.28478	8	5	11	14	20.9107	2.28466	0.0553767	497.09	0.151733	497.093	89.9911	0.0235088	53.3576	0.0975221	592.921	16.0983	1	1.011	21	1	2020-01-31T00:01:27	0x00
142	0.0492876	4.80041	8	5	14	17	4.43544	4.80036	-0.0704986	273.966	-0.910604	273.962	89.9911	0.0235088	53.3576	0.0975221	592.921	-74.1588	1	1.011	21	2	2020-01-31T00:01:27	0x00
143	0.0167448	23.4444	8	5	17	20	1.50688	23.4444	-0.102771	259.179	-3.90158	259.433	89.9911	0.0235088	53.3576	0.0975221	592.921	125.734	1	1.011	21	3	2020-01-31T00:01:27	0x00
144	0.00830736	21.723	8	5	20	23	0.747588	21.723	0.00585555	2254.82	0.448765	2254.83	89.9911	0.0235088	53.3576	0.0975221	592.921	-12.4361	1	1.011	21	4	2020-01-31T00:01:27	0x00
145	0.00462778	89.8045	8	5	23	26	0.416459	89.8045	0.0505006	398.583	6.91403	404.62	89.9911	0.0235088	53.3576	0.0975221	592.921	-105.669	1	1.011	21	5	2020-01-31T00:01:27	0x00
146	0.0030621	104.763	8	5	26	29	0.275562	104.763	-0.0769357	298.636	-15.5995	301.069	89.9911	0.0235088	53.3576	0.0975221	592.921	-38.1476	1	1.011	21	6	2020-01-31T00:01:27	0x00
147	0.00208169	96.065	8	5	29	32	0.187334	96.065	-0.0561485	310.391	-16.6848	306.857	89.9911	0.0235088	53.3576	0.0975221	592.921	147.402	1	1.011	21	7	2020-01-31T00:01:27	0x00
148	0.208886	2.22406	8	4	12	16	18.7981	2.22395	-0.0720565	544.87	-0.219624	544.869	89.9924	0.0218953	33.4459	0.17082	371.652	-30.2129	1	1.060	22	1	2020-01-31T00:01:30	0x00
149	0.0429063	5.61291	8	4	16	20	3.86125	5.61286	-0.00800292	2842.78	-0.118753	2842.78	89.9924	0.0218953	33.4459	0.17082	371.652	137.713	1	1.060	22	2	2020-01-31T00:01:30	0x00
150	0.0187986	15.8785	8	4	20	24	1.69173	15.8785	-0.00109302	25306.8	-0.0370186	25306.8	89.9924	0.0218953	33.4459	0.17082	371.652	-80.9491	1	1.060	22	3	2020-01-31T00:01:30	0x00
151	0.0102363	21.5169	8	4	24	28	0.921187	21.5169	0.00611706	2435.92	0.380462	2435.95	89.9924	0.0218953	33.4459	0.17082	371.652	-22.5834	1	1.060	22	4	2020-01-31T00:01:30	0x00
152	0.00605461	66.1584	8	4	28	32	0.544869	66.1584	0.00233153	13970.8	0.245171	13970.8	89.9924	0.0218953	33.4459	0.17082	371.652	119.936	1	1.060	22	5	2020-01-31T00:01:30	0x00
153	0.0059345	60.6907	8	4	32	36	0.53406	60.6907	0.0240699	1415.79	2.58056	1415.17	89.9924	0.0218953	33.4459	0.17082	371.652	-123.903	1	1.060	22	6	2020-01-31T00:01:30	0x00
154	0.00248629	61.9325	8	4	36	40	0.223747	61.9325	0.0227524	557.363	5.80633	556.962	89.9924	0.0218953	33.4459	0.17082	371.652	-87.0527	1	1.060	22	7	2020-01-31T00:01:30	0x00
155	0.833839	0.564326	9	8	10	11	75.0363	0.564026	-0.0241419	1126.82	-0.0184341	1126.82	89.989	0.0183832	28.3547	0.71104	315.091	2.59403	1	1.108	23	1	2020-01-31T00:01:33	0x00
156	0.186222	0.789987	9	8	11	12	16.7579	0.789773	0.0274542	298.92	0.0938664	298.92	89.989	0.0183832	28.3547	0.71104	315.091	-43.6408	1	1.108	23	2	2020-01-31T00:01:33	0x00
157	0.0773652	4.65572	9	8	12	13	6.96202	4.65568	0.0173505	1277.08	0.14279	1277.09	89.989	0.0183832	28.3547	0.71104	315.091	-13.5805	1	1.108	23	3	2020-01-31T00:01:33	0x00
158	0.0411421	3.57439	9	8	13	14	3.70233	3.57434	0.00186385	5312.71	0.0288442	5312.71	89.989	0.0183832	28.3547	0.71104	315.091	64.9271	1	1.108	23	4	2020-01-31T00:01:33	0x00
159	0.0223147	16.5979	9	8	14	15	2.00807	16.5979	0.0104733	1951.83	0.298829	1951.86	89.989	0.0183832	28.3547	0.71104	315.091	-22.5071	1	1.108	23	5	2020-01-31T00:01:33	0x00
160	0.0120334	27.6263	9	8	15	16	1.08287	27.6263	-0.00436022	4293.08	-0.230702	4293.13	89.989	0.0183832	28.3547	0.71104	315.091	-80.0336	1	1.108	23	6	2020-01-31T00:01:33	0x00
161	0.0075333	15.2635	9	8	16	17	0.677914	15.2635	-0.0046496	1366.15	-0.392967	1366.2	89.989	0.0183832	28.3547	0.71104	315.091	1.44961	1	1.108	23	7	2020-01-31T00:01:33	0x00
162	0.371109	1.2007	9	7	11	13	33.397	1.20045	0.0257884	1330.74	0.0442425	1330.74	89.9924	0.0244797	26.3718	2.09663	293.045	-54.4747	1	1.157	24	1	2020-01-31T00:01:36	0x00
163	0.0970123	1.96984	9	7	13	15	8.73037	1.96969	0.0326078	430.349	0.213998	430.349	89.9924	0.0244797	26.3718	2.09663	293.045	44.4038	1	1.157	24	2	2020-01-31T00:01:36	0x00
164	0.0310701	9.49152	9	7	15	17	2.79607	9.49148	0.0303307	700.437	0.621499	700.446	89.9924	0.0244797	26.3718	2.09663	293.045	-52.9488	1	1.157	24	3	2020-01-31T00:01:36	0x00
165	0.01389	9.55464	9	7	17	19	1.25	9.55461	0.00110494	9729.57	0.0506469	9729.57	89.9924	0.0244797	26.3718	2.09663	293.045	39.826	1	1.157	24	4	2020-01-31T00:01:36	0x00
166	0.00840799	42.293	9	7	19	21	0.756655	42.293	-0.0111522	2420.02	-0.844413	2420.04	89.9924	0.0244797	26.3718	2.09663	293.045	83.0854	1	1.157	24	5	2020-01-31T00:01:36	0x00
167	0.00399576	71.444	9	7	21	23	0.359588	71.444	0.0171188	1234.47	2.72561	1234.67	89.9924	0.0244797	26.3718	2.09663	293.045	-25.7877	1	1.157	24	6	2020-01-31T00:01:36	0x00
168	0.00292687	44.2716	9	7	23	25	0.263396	44.2716	0.0190396	618.207	4.13445	617.641	89.9924	0.0244797	26.3718	2.09663	293.045	-50.4311	1	1.157	24	7	2020-01-31T00:01:36	0x00
169	0.245691	1.91053	9	6	12	15	22.1118	1.91036	0.0188345	1893.76	0.0488036	1893.76	89.9986	0.0253794	27.3633	1.07264	304.041	34.0276	1	1.205	25	1	2020-01-31T00:01:39	0x00
170	0.0470688	4.32573	9	6	15	18	4.23612	4.32566	0.020728	691.972	0.280355	691.974	89.9986	0.0253794	27.3633	1.07264	304.041	-7.32433	1	1.205	25	2	2020-01-31T00:01:39	0x00
171	0.0176065	22.3644	9	6	18	21	1.58456	22.3643	0.0279862	946.146	1.01184	946.214	89.9986	0.0253794	27.3633	1.07264	304.041	79.7284	1	1.205	25	3	2020-01-31T00:01:39	0x00
172	0.00767288	25.4414	9	6	21	24	0.690548	25.4413	-0.0136088	1182.92	-1.129	1182.89	89.9986	0.0253794	27.3633	1.07264	304.041	-84.0009	1	1.205	25	4	2020-01-31T00:01:39	0x00
173	0.0049026	80.5558	9	6	24	27	0.441227	80.5558	-0.0182311	1576.38	-2.36606	1576.64	89.9986	0.0253794	27.3633	1.07264	304.041	23.1937	1	1.205	25	5	2020-01-31T00:01:39	0x00
174	0.00282663	115.53	9	6	27	30	0.254392	115.53	0.0212411	995.961	4.77298	998.007	89.9986	0.0253794	27.3633	1.07264	304.041	-187.228	1	1.205	25	6	2020-01-31T00:01:39	0x00
175	0.00199049	104.103	9	6	30	33	0.179141	104.103	0.00908025	1703.66	2.9017	1703.92	89.9986	0.0253794	27.3633	1.07264	304.041	232.242	1	1.205	25	7	2020-01-31T00:01:39	0x00
176	0.173318	3.24418	9	5	13	17	15.5976	3.2441	-0.0454048	779.093	-0.166788	779.095	89.9938	0.0226425	51.5228	0.783942	572.515	-5.18807	1	1.252	26	1	2020-01-31T00:01:42	0x00
177	0.0346134	6.24092	9	5	17	21	3.11499	6.24088	0.0234575	852.575	0.431457	852.566	89.9938	0.0226425	51.5228	0.783942	572.515	125.429	1	1.252	26	2	2020-01-31T00:01:42	0x00
178	0.0129428	23.1546	9	5	21	25	1.16477	23.1546	0.0318167	756.051	1.56469	756.029	89.9938	0.0226425	51.5228	0.783942	572.515	-50.0496	1	1.252	26	3	2020-01-31T00:01:42	0x00
179	0.00655078	35.4676	9	5	25	29	0.589529	35.4676	-0.00350725	4574.54	-0.340862	4574.57	89.9938	0.0226425	51.5228	0.783942	572.515	-92.3171	1	1.252	26	4	2020-01-31T00:01:42	0x00
180	0.00347909	128.342	9	5	29	33	0.313097	128.342	-0.0250133	1086.95	-4.56765	1089.87	89.9938	0.0226425	51.5228	0.783942	572.515	152.743	1	1.252	26	5	2020-01-31T00:01:42	0x00
181	0.00408707	82.059	9	5	33	37	0.367811	82.059	0.0333346	836.866	5.17855	836.307	89.9938	0.0226425	51.5228	0.783942	572.515	-159.838	1	1.252	26	6	2020-01-31T00:01:42	0x00
182	0.00124702	180.452	9	5	37	241	0.112224	180.452	0.00644329	2515.04	3.28601	2515.98	89.9938	0.0226425	51.5228	0.783942	572.515	15.0301	1	1.252	26	7	2020-01-31T00:01:42	0x00
183	0.93195	0.525741	10	9	11	12	83.871	0.525235	0.0873443	407.357	0.0596685	407.357	89.9952	0.023079	25.4886	1.02178	283.222	-45.243	1	1.300	27	1	2020-01-31T00:01:45	0x00
184	0.192594	0.952544	10	9	12	13	17.3326	0.952264	0.0288822	444.556	0.0954748	444.556	89.9952	0.023079	25.4886	1.02178	283.222	-16.7086	1	1.300	27	2	2020-01-31T00:01:45	0x00
185	0.0850732	3.72719	10	9	13	14	7.65618	3.72712	0.0269493	741.505	0.201677	741.508	89.9952	0.023079	25.4886	1.02178	283.222	65.919	1	1.300	27	3	2020-01-31T00:01:45	0x00
186	0.0424164	2.48862	10	9	14	15	3.81727	2.48851	-0.0124132	746.07	-0.186317	746.068	89.9952	0.023079	25.4886	1.02178	283.222	-23.5752	1	1.300	27	4	2020-01-31T00:01:45	0x00
187	0.0212391	19.2332	10	9	15	16	1.91142	19.2332	-0.0281487	1013.74	-0.843713	1013.77	89.9952	0.023079	25.4886	1.02178	283.222	-67.9027	1	1.300	27	5	2020-01-31T00:01:45	0x00
188	0.0125081	22.889	10	9	16	17	1.12566	22.889	0.0409979	489.427	2.08585	489.529	89.9952	0.023079	25.4886	1.02178	283.222	-0.610361	1	1.300	27	6	2020-01-31T00:01:45	0x00
189	0.00742762	14.6656	10	9	17	18	0.66845	14.6656	0.0201213	401.947	1.72416	401.972	89.9952	0.023079	25.4886	1.02178	283.222	34.4854	1	1.300	27	7	2020-01-31T00:01:45	0x00
190	0.39589	1.27581	10	8	12	14	35.6276	1.27561	0.0459485	883.229	0.0738936	883.229	89.9938	0.0226425	28.198	0.423437	313.333	51.8807	1	1.347	28	1	2020-01-31T00:01:48	0x00
191	0.0982176	2.1968	10	8	14	16	8.83897	2.19668	0.00597778	2470.22	0.038749	2470.22	89.9938	0.0226425	28.198	0.423437	313.333	-89.8756	1	1.347	28	2	2020-01-31T00:01:48	0x00
192	0.0324914	9.53047	10	8	16	18	2.92402	9.53044	0.00249244	9341.74	0.048839	9341.74	89.9938	0.0226425	28.198	0.423437	313.333	59.3576	1	1.347	28	3	2020-01-31T00:01:48	0x00
193	0.0154441	7.6819	10	8	18	20	1.38988	7.68186	-0.00140727	8502.24	-0.0580127	8502.23	89.9938	0.0226425	28.198	0.423437	313.333	76.2188	1	1.347	28	4	2020-01-31T00:01:48	0x00
194	0.00847781	52.3255	10	8	20	22	0.76295	52.3255	0.0218906	1540.11	1.64348	1540.16	89.9938	0.0226425	28.198	0.423437	313.333	-126.345	1	1.347	28	5	2020-01-31T00:01:48	0x00
195	0.00446511	64.64	10	8	22	24	0.401832	64.64	-0.00260418	8136.48	-0.371316	8136.51	89.9938	0.0226425	28.198	0.423437	313.333	29.6025	1	1.347	28	6	2020-01-31T00:01:48	0x00
196	0.00315676	51.7619	10	8	24	26	0.284089	51.7619	0.00575587	2493.35	1.1607	2493.21	89.9938	0.0226425	28.198	0.423437	313.333	-46.3874	1	1.347	28	7	2020-01-31T00:01:48	0x00
197	0.264765	1.50268	10	7	13	16	23.8272	1.50251	0.0334738	900.522	0.0804923	900.522	89.9938	0.0226425	25.4416	0.904214	282.704	-21.0574	1	1.395	29	1	2020-01-31T00:01:50	0x00
198	0.051423	4.64787	10	7	16	19	4.62775	4.64781	0.00395043	3348.95	0.0489099	3348.95	89.9938	0.0226425	25.4416	0.904214	282.704	53.1014	1	1.395	29	2	2020-01-31T00:01:50	0x00
199	0.0196552	18.7806	10	7	19	22	1.76885	18.7806	-0.00775362	2567.44	-0.25115	2567.47	89.9938	0.0226425	25.4416	0.904214	282.704	-41.8097	1	1.395	29	3	2020-01-31T00:01:50	0x00
200	0.00804887	16.5887	10	7	22	25	0.724349	16.5887	0.0137801	987.543	1.08987	987.444	89.9938	0.0226425	25.4416	0.904214	282.704	73.2433	1	1.395	29	4	2020-01-31T00:01:50	0x00
201	0.00467091	77.8081	10	7	25	28	0.420353	77.8081	0.0351942	815.566	4.78594	815.464	89.9938	0.0226425	25.4416	0.904214	282.704	-54.0169	1	1.395	29	5	2020-01-31T00:01:50	0x00
202	0.00324085	114.568	10	7	28	31	0.291657	114.568	-0.00508388	4026	-0.998625	4026.81	89.9938	0.0226425	25.4416	0.904214	282.704	27.3899	1	1.395	29	6	2020-01-31T00:01:50	0x00
203	0.00229827	75.2077	10	7	31	34	0.20683	75.2077	0.00919873	1092.52	2.54654	1093.67	89.9938	0.0226425	25.4416	0.904214	282.704	29.6025	1	1.395	29	7	2020-01-31T00:01:50	0x00
204	0.171917	2.43435	10	6	14	18	15.4714	2.43422	-0.00271741	13068.5	-0.0100634	13068.5	89.9938	0.0251501	26.1952	0.439967	291.077	-27.0848	1	1.442	30	1	2020-01-31T00:01:53	0x00
205	0.0353821	6.6787	10	6	18	22	3.18417	6.67866	-0.00550474	2686.56	-0.0990518	2686.57	89.9938	0.0251501	26.1952	0.439967	291.077	-47.9133	1	1.442	30	2	2020-01-31T00:01:53	0x00
206	0.0119165	28.191	10	6	22	26	1.07241	28.1909	-0.0222111	1026.04	-1.18651	1026.13	89.9938	0.0251501	26.1952	0.439967	291.077	9.00282	1	1.442	30	3	2020-01-31T00:01:53	0x00
207	0.00604081	33.6593	10	6	26	30	0.543635	33.6593	-0.0144989	1194.27	-1.52773	1194.17	89.9938	0.0251501	26.1952	0.439967	291.077	-116.732	1	1.442	30	4	2020-01-31T00:01:53	0x00
208	0.00351388	100.027	10	6	30	34	0.316227	100.027	-0.0173626	1728.8	-3.1427	1728.22	89.9938	0.0251501	26.1952	0.439967	291.077	210.04	1	1.442	30	5	2020-01-31T00:01:53	0x00
209	0.00262079	132.814	10	6	34	38	0.235855	132.814	-0.00838056	2827.13	-2.03502	2827.87	89.9938	0.0251501	26.1952	0.439967	291.077	-156.634	1	1.442	30	6	2020-01-31T00:01:53	0x00
210	0.00137424	142.215	10	6	38	242	0.123673	142.215	-0.00477615	3980.24	-2.21161	3978.83	89.9938	0.0251501	26.1952	0.439967	291.077	4.34882	1	1.442	30	7	2020-01-31T00:01:53	0x00
211	0.738729	0.623501	11	10	12	13	66.4826	0.622974	-0.0608462	466.841	-0.0524383	466.841	89.9959	0.0256422	25.4046	0.257828	282.286	-18.3871	1	1.489	31	1	2020-01-31T00:01:56	0x00
212	0.188443	0.745939	11	10	13	14	16.9591	0.745498	-0.000926412	8824.28	-0.00312986	8824.28	89.9959	0.0256422	25.4046	0.257828	282.286	62.8672	1	1.489	31	2	2020-01-31T00:01:56	0x00
213	0.0808374	4.59821	11	10	14	15	7.27503	4.59813	-0.00404485	5690.91	-0.031856	5690.91	89.9959	0.0256422	25.4046	0.257828	282.286	-22.5834	1	1.489	31	3	2020-01-31T00:01:56	0x00
214	0.0367931	3.48081	11	10	15	16	3.31123	3.48071	-0.00638172	1462.16	-0.110426	1462.16	89.9959	0.0256422	25.4046	0.257828	282.286	-69.1997	1	1.489	31	4	2020-01-31T00:01:56	0x00
215	0.0207607	20.5688	11	10	16	17	1.86838	20.5688	0.0128596	1963.55	0.394347	1963.59	89.9959	0.0256422	25.4046	0.257828	282.286	11.368	1	1.489	31	5	2020-01-31T00:01:56	0x00
216	0.0109772	28.5149	11	10	17	18	0.987904	28.5149	0.00928843	2130.22	0.538688	2130.28	89.9959	0.0256422	25.4046	0.257828	282.286	32.4254	1	1.489	31	6	2020-01-31T00:01:56	0x00
217	0.00774216	18.1334	11	10	18	19	0.696762	18.1334	0.0060148	1598.61	0.494594	1598.63	89.9959	0.0256422	25.4046	0.257828	282.286	-17.0901	1	1.489	31	7	2020-01-31T00:01:56	0x00
218	0.397124	1.27593	11	9	13	15	35.7401	1.27572	-0.0384011	932.993	-0.0615618	932.993	89.9972	0.0231864	26.0442	0.139296	289.388	42.8016	1	1.537	32	1	2020-01-31T00:01:59	0x00
219	0.0911111	1.88855	11	9	15	17	8.19975	1.88841	-0.0345917	336.708	-0.241708	336.709	89.9972	0.0231864	26.0442	0.139296	289.388	-56.0769	1	1.537	32	2	2020-01-31T00:01:59	0x00
220	0.0315979	12.6251	11	9	17	19	2.84372	12.6251	-0.0469167	569.83	-0.945201	569.866	89.9972	0.0231864	26.0442	0.139296	289.388	40.7416	1	1.537	32	3	2020-01-31T00:01:59	0x00
221	0.0164799	7.59061	11	9	19	21	1.48315	7.59057	-0.0224253	502.518	-0.866251	502.499	89.9972	0.0231864	26.0442	0.139296	289.388	81.9409	1	1.537	32	4	2020-01-31T00:01:59	0x00
222	0.00811633	55.2623	11	9	21	23	0.730448	55.2623	-0.00900185	3616.18	-0.706063	3616.24	89.9972	0.0231864	26.0442	0.139296	289.388	-13.6568	1	1.537	32	5	2020-01-31T00:01:59	0x00
223	0.00452449	82.8549	11	9	23	25	0.407192	82.8549	-0.0488493	520.781	-6.84088	522.334	89.9972	0.0231864	26.0442	0.139296	289.388	-52.5673	1	1.537	32	6	2020-01-31T00:01:59	0x00
224	0.0031288	51.3191	11	9	25	27	0.281583	51.3191	-0.0267273	407.647	-5.42216	408.416	89.9972	0.0231864	26.0442	0.139296	289.388	-19.5315	1	1.537	32	7	2020-01-31T00:01:59	0x00
225	0.257355	1.70076	11	8	14	17	23.1609	1.7006	0.0258795	1148.49	0.0640211	1148.49	89.9959	0.0231867	28.6923	0.181544	318.818	-76.2951	1	1.586	33	1	2020-01-31T00:02:02	0x00
226	0.0521793	4.84761	11	8	17	20	4.69592	4.84756	0.00318635	6276.23	0.0388773	6276.23	89.9959	0.0231867	28.6923	0.181544	318.818	122.377	1	1.586	33	2	2020-01-31T00:02:02	0x00
227	0.0196525	17.7191	11	8	20	23	1.76864	17.7191	0.00460222	5684	0.14909	5684.01	89.9959	0.0231867	28.6923	0.181544	318.818	-11.5969	1	1.586	33	3	2020-01-31T00:02:02	0x00
228	0.00902731	15.8234	11	8	23	26	0.812421	15.8234	0.0113443	945.588	0.800002	945.598	89.9959	0.0231867	28.6923	0.181544	318.818	-107.042	1	1.586	33	4	2020-01-31T00:02:02	0x00
229	0.00553822	74.1018	11	8	26	29	0.498417	74.1018	0.0137781	1894.51	1.58347	1895	89.9959	0.0231867	28.6923	0.181544	318.818	-26.3218	1	1.586	33	5	2020-01-31T00:02:02	0x00
230	0.00312996	127.319	11	8	29	32	0.281683	127.319	0.00729422	4286.71	1.48335	4286.68	89.9959	0.0231867	28.6923	0.181544	318.818	145.19	1	1.586	33	6	2020-01-31T00:02:02	0x00
231	0.0032245	73.4973	11	8	32	35	0.290192	73.4973	0.0258103	750.96	5.08265	750.596	89.9959	0.0231867	28.6923	0.181544	318.818	-182.422	1	1.586	33	7	2020-01-31T00:02:02	0x00
232	0.167982	3.07445	11	7	15	19	15.1174	3.07437	0.0709826	419.845	0.269026	419.85	89.9938	0.0226425	25.9188	0.73684	288.007	-12.3598	1	1.635	34	1	2020-01-31T00:02:05	0x00
233	0.0364985	5.76189	11	7	19	23	3.28463	5.76185	-0.0290247	429.117	-0.506281	429.133	89.9938	0.0226425	25.9188	0.73684	288.007	69.8863	1	1.635	34	2	2020-01-31T00:02:05	0x00
234	0.0126088	31.4474	11	7	23	27	1.13471	31.4474	-0.0551117	456.935	-2.78061	457.297	89.9938	0.0226425	25.9188	0.73684	288.007	-46.6926	1	1.635	34	3	2020-01-31T00:02:05	0x00
235	0.00658341	35.4354	11	7	27	31	0.592466	35.4353	0.0199081	580.1	1.92453	580.744	89.9938	0.0226425	25.9188	0.73684	288.007	-6.1799	1	1.635	34	4	2020-01-31T00:02:05	0x00
236	0.00479475	92.9324	11	7	31	35	0.431498	92.9324	0.051112	508.429	6.75535	512.076	89.9938	0.0226425	25.9188	0.73684	288.007	-92.0119	1	1.635	34	5	2020-01-31T00:02:05	0x00
237	0.0017532	178.248	11	7	35	39	0.157777	178.248	-0.0402004	459.532	-14.2944	472.692	89.9938	0.0226425	25.9188	0.73684	288.007	53.7881	1	1.635	34	6	2020-01-31T00:02:05	0x00
238	0.00162136	256.171	11	7	39	49	0.145912	256.171	-0.0468632	586.489	-17.8057	599.578	89.9938	0.0226425	25.9188	0.73684	288.007	-83.3906	1	1.635	34	7	2020-01-31T00:02:05	0x00
239	0.687844	0.704829	12	11	13	14	61.905	0.704457	0.0252016	1316.04	0.0233251	1316.04	89.9986	0.0228971	25.8162	0.242319	286.851	61.0361	1	1.684	35	1	2020-01-31T00:02:08	0x00
240	0.187708	0.980332	12	11	14	15	16.8935	0.980064	-0.0168812	776.84	-0.0572541	776.84	89.9986	0.0228971	25.8162	0.242319	286.851	-25.864	1	1.684	35	2	2020-01-31T00:02:08	0x00
