El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. M,Dev. Rho (%),M (mV/V),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),Nâ electrode A,Nâ electrode B,Nâ electrode M,Nâ electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Water Depth,Water resitivity,M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),Mdly (mV/V),TM1 (ms),TM2 (ms),TM3 (ms),TM4 (ms),TM5 (ms),TM6 (ms),TM7 (ms),TM8 (ms),TM9 (ms),TM10 (ms),TM11 (ms),TM12 (ms),TM13 (ms),TM14 (ms),TM15 (ms),TM16 (ms),TM17 (ms),TM18 (ms),TM19 (ms),TM20 (ms),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (âC),Rx-Bat (V),Rx Temp. (âC),Date,Gapfiller,Synch,Continuous survey marker,Cole Tau,Cole M,Cole rms
Mixed / non conventional,14,17,20,21,14,17,20,21,25.15,0.16,0,0.89,16.23,-17.751,74.489,1000,-105.56,35.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,1.64,-1.04,0.55,0.74,0.83,1.39,0.97,0.15,-0.28,-0.59,0.68,1.44,0.03,0.98,1.97,2.51,1.37,2.15,0.1,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2.7,15,0,0,,SurfRifle_,5,0,12.8,0,12.19,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,17,21,22,14,17,21,22,41.99,0.09,0,1.31,9.49,-16,74.489,1000,-195.48,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,4.39,5.08,1.37,1.21,-0.65,-1.34,0.8,2.23,0.2,4.24,3.7,1.36,-1.36,1.49,2.09,0.53,2.13,-1.48,-0.5,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2.7,15,0,0,,SurfRifle_,6,0,12.8,0,12.19,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,17,22,23,14,17,22,23,45.27,0.5,0,1.18,-1.44,-10.435,74.489,1000,-323.14,25.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-1.06,2.07,1.63,0.54,2.9,0.13,-2.61,0.68,-2.62,0.73,0.95,2.27,3.72,2.15,4.11,5.09,1.71,0.9,0.25,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2.7,15,0,0,,SurfRifle_,7,0,12.8,0,12.19,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,17,20,23,14,17,20,23,33.6,1.23,0,2.6,27.91,-40.841,68.729,1000,-56.55,77.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,1.25,0.66,-4.16,-5.53,1.63,0.54,8.53,-0.84,7.21,5.25,9.01,9.4,1.38,8.89,10.9,0.25,-4.72,0.84,-1.73,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2.9,14,0,0,,SurfRifle_,1,0,12.8,0,12.37,43.6,9/10/16 12:47,0,1,0,0,0,0
Mixed / non conventional,14,18,15,16,14,18,15,16,61.29,0.07,0,0.92,35.26,290.958,44.742,1000,9.42,15.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,2,1.96,1.19,0.93,1.01,0.74,0.7,0.76,0.86,0.81,0.68,0.98,0.76,0.77,0.91,0.38,0.59,0.33,0.4,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,1,0,12.8,0,12.35,43.6,9/10/16 12:47,0,1,0,0,0,0
Mixed / non conventional,14,18,16,17,14,18,16,17,34.41,17.04,0,8.13,56.95,163.348,44.742,1000,9.42,236.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.78,10.36,9.33,9.87,9.81,9.39,9.17,8.77,8.72,7.96,7.48,7.32,6.99,7.01,7.24,6.24,6.31,6.06,6.65,6.19,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,2,0,12.8,0,12.35,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,18,19,20,14,18,19,20,47.82,0.02,0,-0.71,16.32,-158.904,44.742,1000,-13.46,-14.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.24,-1.05,-0.55,-0.57,-0.9,-1.01,-0.91,-0.81,-0.97,-0.83,-0.31,-0.56,-0.2,-0.77,-0.94,-0.37,-0.78,-0.53,-0.51,-0.39,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,4,0,12.8,0,12.35,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,18,20,21,14,18,20,21,23.85,0.06,0,0.98,15.05,-24.264,44.742,1000,-43.98,41.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.4,1.8,1.73,1.88,0.19,1.03,1.92,1.03,2.4,0.91,0.63,1.14,0.48,-0.18,-1.29,0.81,2.47,1.85,-0.36,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,5,0,12.8,0,12.35,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,18,21,22,14,18,21,22,36.11,0.37,0,1.08,8.32,-16.837,44.742,1000,-95.96,29.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.97,-1.92,5.55,3.04,3.73,0.73,1.38,0.88,-1.98,0.96,2.19,1.69,4.41,-3.1,-1.73,2.76,0.04,2.01,0.58,1.28,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,6,0,12.8,0,12.35,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,18,22,23,14,18,22,23,39.19,0.27,0,1.37,-2.32,-10.078,44.742,1000,-174,35.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,-1.53,-3.2,-2.05,3.9,3.39,0.08,4.25,0.19,-3.09,0.1,2.78,2.68,-0.34,0.29,2.14,4.53,4.55,3.71,2.48,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.5,9,0,0,,SurfRifle_,7,0,12.8,0,12.35,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,19,15,16,14,19,15,16,62.14,0.01,0,0.55,52.84,192.378,33.348,1000,10.77,8.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,1.3,1.36,0.94,0.7,0.88,0.71,0.38,0.45,0.1,0.18,0.35,0.09,0.41,0.2,0.32,0.37,0.54,0.61,0.17,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,6,7,0,0,,SurfRifle_,1,0,12.82,0,12.37,43.6,9/10/16 12:47,0,1,0,0,0,0
Mixed / non conventional,14,19,16,17,14,19,16,17,27.96,3.69,0,1.72,23.9,49.47,33.348,1000,18.85,61.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.82,2.12,1.7,1.63,0.55,1.48,3.05,2.33,1.43,1.15,1.48,1.27,0.48,1.24,3.4,2.76,0.48,0.02,2.48,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,6,7,0,0,,SurfRifle_,2,0,12.82,0,12.37,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,19,17,18,14,19,17,18,45.13,23.23,0,10.19,35.29,139.711,33.348,1000,10.77,225.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.08,13.55,12.83,12.81,12.14,11.43,11.08,10.92,10.63,10.1,9.73,9.39,8.99,8.56,8.51,8.4,8.04,7.85,7.58,7.15,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,6,7,0,0,,SurfRifle_,3,0,12.82,0,12.37,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,19,20,21,14,19,20,21,39.7,0.04,0,1.55,6.6,-100.336,33.348,1000,-13.19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,2.97,2.39,2.08,2.03,2.04,2.25,1.64,1.59,1.58,1.19,1.22,1.39,0.79,0.75,0.76,0.85,0.89,0.87,0.57,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,6,7,0,0,,SurfRifle_,5,0,12.82,0,12.37,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,19,21,22,14,19,21,22,42.47,0.07,0,1.42,5.3,-33.546,33.348,1000,-42.22,33.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,2.16,0.68,1.55,3.29,1.91,1.85,-0.49,1.55,4,2.47,2.46,1.21,2.05,2.31,-1.7,-1.59,0.83,0.27,-0.98,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,6,7,0,0,,SurfRifle_,6,0,12.82,0,12.37,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,19,22,23,14,19,22,23,41.05,0.17,0,0.94,-3.79,-15.131,33.348,1000,-90.48,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.71,0.86,2.45,1.44,2.19,0.77,0.55,-0.58,0.45,1.44,3.15,2.43,-1.22,-1.19,0.8,0.64,2.82,0.54,-0.24,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,6,7,0,0,,SurfRifle_,7,0,12.82,0,12.37,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,15,16,17,18,15,16,17,18,44.78,0.35,0,1.52,-18.13,-475.001,199.962,1000,-18.85,33.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,2.75,2.57,2.33,1.75,1.7,1.77,2.06,1.31,1.25,1.33,0.85,1.29,1.5,0.93,0.58,0.28,0.6,0.7,1.27,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1,40,0,0,,SurfRifle_,1,0,12.77,0,12.37,43.1,9/10/16 12:48,0,1,0,0,0,0
Mixed / non conventional,15,16,18,19,15,16,18,19,54.37,27.77,0,-11.68,77.7,-144.185,199.962,1000,-75.4,-214.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.75,-14.7,-14.06,-14.03,-12.6,-12.66,-12.58,-13.84,-12.15,-11.95,-11.76,-10.86,-11.65,-11.61,-9.93,-9.31,-7.74,-8.38,-8.48,-10.46,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1,40,0,0,,SurfRifle_,2,0,12.77,0,12.37,43.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,16,19,20,15,16,19,20,54.72,68.29,0,26.98,-203.21,-58.043,199.962,1000,-188.5,493.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.14,35.96,34.5,33.69,32.99,30.62,29.08,27.7,27.75,26.9,25.04,25.5,24.4,22.6,22.24,22.45,21.84,20.67,20.08,18.38,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1,40,0,0,,SurfRifle_,3,0,12.77,0,12.37,43.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,16,20,21,15,16,20,21,36.33,0.49,0,2.73,14.19,-19.271,199.962,1000,-376.99,75.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,2.98,3.21,2.58,3.58,0.29,4.74,3.77,2.69,1.92,2.79,1.33,0.49,5.29,2.38,0.06,0.27,1.95,4.82,0.94,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1,40,0,0,,SurfRifle_,4,0,12.77,0,12.37,43.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,16,21,22,15,16,21,22,59.79,0.08,0,1.95,7.86,-18.123,199.962,1000,-659.73,32.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,3.46,5.58,3.36,3.95,1.33,-1.14,0.99,1.83,2.32,1.97,2.27,2.67,-0.15,1.38,0.15,2.02,1.63,1.04,-0.15,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1,40,0,0,,SurfRifle_,5,0,12.77,0,12.37,43.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,16,22,23,15,16,22,23,63.11,0.79,0,1.04,-2.82,-11.955,199.962,1000,-1055.58,16.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.36,-2.46,4.8,0.79,-0.95,-1.6,6.54,2.12,-0.76,2.05,1.36,-4.39,-0.34,4.34,-4.09,-6.35,-5.79,6.75,4.84,3.53,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1,40,0,0,,SurfRifle_,6,0,12.77,0,12.37,43.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,18,16,17,15,18,16,17,33.5,5.09,0,2.94,81.21,370.65,69.527,1000,6.28,87.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,4.54,3.96,3.54,3.22,3.33,3.01,2.81,2.86,2.94,2.93,2.63,2.53,2.4,2.23,2.48,2.5,1.81,2.29,1.79,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2.9,14,0,0,,SurfRifle_,1,0,12.8,0,12.19,43.6,9/10/16 12:48,0,1,0,0,0,0
Mixed / non conventional,15,18,17,19,15,18,17,19,39.29,18.62,0,-10.64,-70.98,108.701,69.527,1000,25.13,-270.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.02,-16.09,-14.13,-13.33,-11.94,-11.73,-11.3,-10.49,-9.94,-10.36,-10.81,-9.46,-9.02,-9.35,-8.65,-8.98,-8.98,-7.02,-7.96,-6.28,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2.9,14,0,0,,SurfRifle_,2,0,12.8,0,12.19,43.6,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,18,19,20,15,18,19,20,48.18,0.36,0,-0.98,-132.38,-239.913,69.527,1000,-13.96,-20.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.48,-1.42,-1.41,-1.39,-1.4,-1.19,-1.2,-1.15,-1,-1.02,-0.8,-0.89,-0.88,-0.86,-0.66,-0.42,-0.5,-0.61,-0.6,-0.69,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2.9,14,0,0,,SurfRifle_,3,0,12.8,0,12.19,43.6,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,18,20,21,15,18,20,21,23.33,0.05,0,0.28,11.18,-34.418,69.527,1000,-47.12,11.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,1.64,-0.22,0.6,0.51,0.46,0.53,0.7,-0.25,-0.15,0.49,-1.44,-0.36,1.81,0.78,-0.02,0.09,0.51,-0.48,-0.25,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2.9,14,0,0,,SurfRifle_,4,0,12.8,0,12.19,43.6,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,18,21,22,15,18,21,22,34.78,0.16,0,0.83,5.59,-22.912,69.527,1000,-105.56,23.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,2.19,1.99,-0.7,1.11,1.24,0.78,2.52,0.92,1.56,1.21,-0.16,1.2,0.15,0.24,-0.37,-0.51,-1.34,0.53,0.08,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2.9,14,0,0,,SurfRifle_,5,0,12.8,0,12.19,43.6,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,18,22,23,15,18,22,23,37.32,0.47,0,1.11,-3.93,-13.272,69.527,1000,-195.48,29.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,3.03,3.02,4.22,3.01,0.7,1.58,2.54,-2.71,-0.97,1.15,-1.07,0.48,4.98,1.43,-0.71,-0.21,0.63,-0.59,-1.41,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2.9,14,0,0,,SurfRifle_,6,0,12.8,0,12.19,43.6,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,18,14,15,15,18,14,15,-9.03,3.42,0,18.47,-92.1,-113.878,73.154,1000,0,-2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-279.59,-204.35,-140.58,-89.16,-47.69,-14.66,11.34,31.61,50.89,63.92,75.26,83.89,90.49,96.82,101.07,103.85,107.01,108.37,109.72,111.23,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2.7,15,0,0,,SurfRifle_,5,0,12.8,0,12.37,44.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,19,16,17,15,19,16,17,30.14,0,0,1.69,58.27,153.942,48.137,1000,9.42,56.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,3.03,4.04,1.93,0.97,1.93,1.74,2.17,1.35,0.99,1.42,1.11,1.38,2.58,1.36,1.96,1.14,0.27,1.45,0.57,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.1,10,0,0,,SurfRifle_,1,0,12.8,0,12.35,44.1,9/10/16 12:48,0,1,0,0,0,0
Mixed / non conventional,15,19,17,18,15,19,17,18,42.32,13.14,0,6.55,119.56,216.17,48.137,1000,9.42,154.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43,7.96,7.38,8.32,8.39,7.22,7.38,6.46,6.68,6.78,6.35,6.47,6.04,5.06,5.64,4.92,5.09,5.5,4.89,5.12,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.1,10,0,0,,SurfRifle_,2,0,12.8,0,12.35,44.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,19,18,20,15,19,18,20,46.93,63.37,0,-29.43,-196.01,47.935,48.137,1000,47.12,-627.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.39,-33.38,-33.89,-32.21,-32.96,-32.6,-31.43,-31.38,-30.88,-30.92,-29.46,-28.96,-28.95,-29.01,-26.65,-26.38,-25.76,-24.94,-23.23,-23.24,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.1,10,0,0,,SurfRifle_,3,0,12.8,0,12.35,44.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,19,20,21,15,19,20,21,39.85,0.02,0,1.39,-24.32,-142.468,48.137,1000,-13.46,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,2.98,2.15,2.13,1.97,2.04,1.72,1.32,1.73,1.09,1.19,0.85,0.47,0.71,1.21,0.38,0.55,0.62,0.79,0.45,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.1,10,0,0,,SurfRifle_,4,0,12.8,0,12.35,44.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,19,21,22,15,19,21,22,42.14,0.05,0,1.97,-4.78,-46.124,48.137,1000,-43.98,46.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,2.48,3.38,3.09,1.57,1.59,1.88,1.96,2.71,1.86,2.33,1.78,1.76,1.74,1.74,1.45,0.66,1.69,1.57,1.3,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.1,10,0,0,,SurfRifle_,5,0,12.8,0,12.35,44.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,19,22,23,15,19,22,23,40.22,0.12,0,1.21,-8.28,-20.173,48.137,1000,-95.96,30.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84,6.74,0.79,3.77,2.57,3.47,2.13,2.54,2.57,-0.75,-0.32,-2.32,-2.12,-1.69,-1.06,-0.61,-0.97,-1.29,3.5,0.48,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.1,10,0,0,,SurfRifle_,6,0,12.8,0,12.35,44.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,20,16,17,15,20,16,17,30.58,0.02,0,1.56,13.29,490.797,172.89,1000,10.77,51.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,2.28,1.99,2.22,1.7,2,2.08,1.82,1.46,1.17,1.63,1.5,1.28,1.05,0.79,0.98,1.29,1.15,1.07,0.83,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.2,35,0,0,,SurfRifle_,1,0,12.77,0,12.35,44.1,9/10/16 12:48,0,1,0,0,0,0
Mixed / non conventional,15,20,17,18,15,20,17,18,30.52,0.57,0,1.16,26.15,279.977,172.89,1000,18.85,37.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,2.2,1.99,1.18,1.65,1.13,0.74,0.92,1.31,1.37,0.69,0.47,1.16,1.12,1.59,1.22,0.73,0.62,0.55,0.72,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.2,35,0,0,,SurfRifle_,2,0,12.77,0,12.35,44.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,20,18,19,15,20,18,19,48.8,5.05,0,4.29,57.96,783.229,172.89,1000,10.77,87.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,6.62,6.1,5.7,5.37,5.01,4.78,4.53,4.29,4.04,3.89,3.73,3.48,3.35,3.16,3.11,3,2.86,2.79,2.67,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.2,35,0,0,,SurfRifle_,3,0,12.77,0,12.35,44.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,20,19,21,15,20,19,21,278.36,6.52,0,-2.39,-209.24,638.277,172.89,1000,75.4,-8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.02,-3.02,-2.95,-2.84,-2.7,-2.69,-2.66,-2.56,-2.42,-2.46,-2.4,-2.31,-2.26,-2.14,-1.94,-2,-1.93,-1.98,-1.85,-1.75,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.2,35,0,0,,SurfRifle_,4,0,12.77,0,12.35,44.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,20,21,22,15,20,21,22,76.96,0.01,0,1.29,5.54,-1008.369,172.89,1000,-13.19,16.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,2.22,2.01,1.85,1.68,1.55,1.42,1.32,1.27,1.18,1.08,1.03,1,0.96,0.88,0.84,0.79,0.79,0.78,0.7,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.2,35,0,0,,SurfRifle_,5,0,12.77,0,12.35,44.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,15,20,22,23,15,20,22,23,46.17,0.04,0,0.29,-3.18,-189.033,172.89,1000,-42.22,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,1.09,1.15,0.62,0.38,-0.17,-0.16,0.23,0.02,0.64,0.49,0.06,-0.11,0.04,-0.01,0,-0.29,0.1,0.09,0.36,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.2,35,0,0,,SurfRifle_,6,0,12.77,0,12.35,44.1,9/10/16 12:48,0,0,0,0,0,0
Mixed / non conventional,16,17,18,19,16,17,18,19,39.93,0.89,0,1.16,-3.85,-290.357,137.081,1000,-18.85,29.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,2.76,1.56,1.89,0.57,1.63,0.81,1.08,1.62,1.64,-0.81,0.82,1.65,1.5,0.28,-0.54,0.58,0.32,1.59,0.98,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,201,1.5,27,0,0,,SurfRifle_,1,0,12.77,0,12.37,44.1,9/10/16 12:49,0,1,0,0,0,0
