El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. M,Dev. Rho (%),M (mV/V),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),Nâ electrode A,Nâ electrode B,Nâ electrode M,Nâ electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Water Depth,Water resitivity,M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),Mdly (mV/V),TM1 (ms),TM2 (ms),TM3 (ms),TM4 (ms),TM5 (ms),TM6 (ms),TM7 (ms),TM8 (ms),TM9 (ms),TM10 (ms),TM11 (ms),TM12 (ms),TM13 (ms),TM14 (ms),TM15 (ms),TM16 (ms),TM17 (ms),TM18 (ms),TM19 (ms),TM20 (ms),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (âC),Rx-Bat (V),Rx Temp. (âC),Date,Gapfiller,Synch,Continuous survey marker,Cole Tau,Cole M,Cole rms
Mixed / non conventional,13,14,22,23,13,14,22,23,61.91,4.68,0,-5.49,-2.18,-2.22,81.103,1000,-2261.95,-88.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,-48.66,6.91,3.74,-42.28,34.23,-4.07,6.03,-13.36,-37.09,-12.41,21.82,17.3,-22.24,-14.82,-11.19,-20.92,-19.38,19.46,16.56,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2.5,16,0,0,,SurfRifle_,8,0,12.78,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,15,17,19,13,15,17,19,31.66,1.93,0,1.96,-139.82,-110.81,131.939,1000,-37.7,61.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,5.17,1.93,2.21,1.05,0.21,0.15,2.21,4.01,3.23,2.33,0.17,1.78,1.85,2.7,1.92,-0.28,2.44,0.29,0.67,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.5,26,0,0,,SurfRifle_,1,0,12.77,0,12.37,43.1,9/10/16 12:46,0,1,0,0,0,0
Mixed / non conventional,13,15,19,20,13,15,19,20,44.51,1.91,0,3.17,11.84,-24.477,131.939,1000,-239.9,71.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,-2.16,8.08,5.89,12.58,13.38,11.33,2.53,-7.57,-0.37,3.73,6.29,3.69,-0.66,-4.87,2.19,10.2,-6.77,3.22,2.56,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.5,26,0,0,,SurfRifle_,2,0,12.77,0,12.37,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,15,20,21,13,15,20,21,33.4,0.23,0,1.15,15.21,-10.853,131.939,1000,-405.99,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69,-1.4,3.05,1.9,-0.33,6.1,7.34,-0.08,-3.13,-1.9,0.58,1.73,-2.06,4.37,-0.41,-1.65,-1.15,-0.41,1.81,2.89,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.5,26,0,0,,SurfRifle_,3,0,12.77,0,12.37,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,15,21,22,13,15,21,22,53.61,1.04,0,1.99,8.16,-11.167,131.939,1000,-633.35,37.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,5.21,0.4,4.41,5.37,-3.69,-3.13,2.8,6.81,9.86,7.61,0.72,0.72,0.08,2.32,7.05,-0.88,-3.61,-4.65,-1.04,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.5,26,0,0,,SurfRifle_,4,0,12.77,0,12.37,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,15,22,23,13,15,22,23,56.79,0.76,0,-1.32,-1.76,-8.045,131.939,1000,-931.39,-23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.67,-0.89,-4.67,-6.67,-1.11,-3.34,-5.12,-1.67,-1.22,6.67,-3.45,-4.23,4.67,3.89,-0.56,3.23,-5.34,1.67,-2.11,-0.44,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.5,26,0,0,,SurfRifle_,5,0,12.77,0,12.37,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,16,14,15,13,16,14,15,36.83,2.43,0,2.16,-158.15,877.17,149.649,1000,6.28,58.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,3.49,3.13,2.87,2.81,2.58,2.44,2.27,2.19,2.07,1.89,1.78,1.78,1.74,1.54,1.39,1.37,1.33,1.36,1.31,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,1.3,30,0,0,,SurfRifle_,1,0,12.77,0,12.19,43.6,9/10/16 12:46,0,1,0,0,0,0
Mixed / non conventional,13,16,17,18,13,16,17,18,40.12,0.1,0,1.8,-88.84,-430,149.649,1000,-13.96,44.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,3.04,2.7,2.52,2.29,2.07,2.06,1.87,1.72,1.61,1.51,1.51,1.39,1.34,1.33,1.2,1.19,1.11,1.14,1.04,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,1.3,30,0,0,,SurfRifle_,3,0,12.77,0,12.19,43.6,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,16,18,19,13,16,18,19,51.08,0.05,0,2.48,-19.75,-162.196,149.649,1000,-47.12,48.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,4.52,4.19,3.74,3.1,3.07,2.68,2.68,2.16,2.23,2.08,1.52,1.7,1.47,1.7,2.01,1.82,1.39,1.16,0.93,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,1.3,30,0,0,,SurfRifle_,4,0,12.77,0,12.19,43.6,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,16,19,20,13,16,19,20,47.87,0.07,0,1.19,16.63,-67.869,149.649,1000,-105.56,24.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,2.13,2.12,1.19,1.51,1.65,1.83,1.65,1.44,0.85,0.58,0.34,0.6,1.27,0.76,0.22,0.95,0.73,1.05,0.62,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,1.3,30,0,0,,SurfRifle_,5,0,12.77,0,12.19,43.6,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,16,20,21,13,16,20,21,35,0.25,0,1.43,15.91,-26.795,149.649,1000,-195.48,40.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,2.97,2.49,2.51,2.89,2.34,1.73,2.68,1.78,1.79,0.23,-0.61,-0.21,-0.59,1.21,2.61,1.52,-0.02,-0.55,-0.15,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,1.3,30,0,0,,SurfRifle_,6,0,12.77,0,12.19,43.6,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,16,21,22,13,16,21,22,56.61,0.13,0,1.95,8.97,-26.217,149.649,1000,-323.14,34.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,3.06,3.41,3.02,1.06,2.13,3.07,1.95,2.05,2.27,2.17,0.82,2.44,1.49,0.95,0.22,1.38,0.89,0.24,1.96,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,1.3,30,0,0,,SurfRifle_,7,0,12.77,0,12.19,43.6,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,16,22,23,13,16,22,23,59.87,0.3,0,0.26,-1.15,-18.109,149.649,1000,-494.8,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.27,-0.14,-0.59,0.67,0.79,0.73,2.23,-1.35,3.54,-0.42,-1.86,-2.48,-0.82,2.15,2.5,2.72,0.69,-3.02,-1.16,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,1.3,30,0,0,,SurfRifle_,8,0,12.77,0,12.19,43.6,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,16,19,22,13,16,19,22,45.7,0.17,0,1.52,40.17,-120.261,148.816,1000,-56.55,33.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,2.73,2.4,1.79,2.51,1.64,2.02,1.77,1.81,1.44,1.17,1.88,0.91,0.5,0.94,1.34,0.75,1.04,0.51,0.39,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.3,30,0,0,,SurfRifle_,1,0,12.77,0,12.35,43.1,9/10/16 12:46,0,1,0,0,0,0
Mixed / non conventional,13,16,22,23,13,16,22,23,59.96,1.2,0,-0.3,-1.82,-18.032,148.816,1000,-494.8,-4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.99,3.02,-1.09,-0.69,-1.73,2.83,-2.58,1.7,-5.35,-2.97,3.28,-5.45,0.21,-0.63,-1.33,-1.09,5.86,-3.08,2.69,2.44,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.3,30,0,0,,SurfRifle_,2,0,12.77,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,17,14,15,13,17,14,15,39,0.05,0,1.21,-136.61,418.666,101.182,1000,9.42,30.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,2.14,1.95,1.83,1.64,1.33,1.28,1.2,1.22,0.77,0.95,0.79,0.77,0.88,0.87,1,1.04,0.98,0.72,0.39,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2,20,0,0,,SurfRifle_,1,0,12.77,0,12.35,43.1,9/10/16 12:46,0,1,0,0,0,0
Mixed / non conventional,13,17,15,16,13,17,15,16,48.57,3.79,0,3.29,49.56,521.483,101.182,1000,9.42,67.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62,5.07,4.61,4.3,4.03,3.88,3.68,3.45,3.22,3.41,3,3,2.91,2.51,2.35,2.18,2.26,2.06,2.15,2.19,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2,20,0,0,,SurfRifle_,2,0,12.77,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,17,18,19,13,17,18,19,43.12,0.01,0,1.38,-17.12,-324.078,101.182,1000,-13.46,32.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,2.67,2.39,2.01,1.94,1.66,1.42,1.42,1.26,1.2,0.97,1.28,1.14,0.83,0.72,0.67,0.6,0.72,0.81,0.74,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2,20,0,0,,SurfRifle_,4,0,12.77,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,17,19,20,13,17,19,20,35.89,0.02,0,0.46,16.1,-82.571,101.182,1000,-43.98,12.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,1.01,0.18,0.04,0.56,0.27,0.41,0.47,0.18,-0.04,0.49,0.87,0.67,-0.12,0.2,0.98,0.91,1.22,0.44,-0.23,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2,20,0,0,,SurfRifle_,5,0,12.77,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,17,20,21,13,17,20,21,26.27,0.07,0,1.8,15.58,-27.704,101.182,1000,-95.96,68.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,4.52,3.42,2.32,3.04,2.36,2.23,1.23,2.32,2.33,0.1,-0.03,0.87,2.65,1.84,1.13,0.32,1.2,0.87,-0.13,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2,20,0,0,,SurfRifle_,6,0,12.77,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,17,21,22,13,17,21,22,43.99,0.21,0,1.86,8.6,-25.58,101.182,1000,-174,42.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,5.14,3.29,3.18,5.32,1.26,0.91,2.13,2.97,2.17,1.26,-0.07,0.74,1.78,-0.25,0.49,-0.14,1.4,1.99,-0.11,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2,20,0,0,,SurfRifle_,7,0,12.77,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,17,22,23,13,17,22,23,47.34,0.37,0,1.49,-1.56,-16.941,101.182,1000,-282.74,31.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,2.75,5.02,2.21,4.39,3.06,1.26,-0.16,4.75,5.76,0.37,3.65,1.11,-1.32,-0.85,-4.81,-5.45,0.74,4.81,1.9,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2,20,0,0,,SurfRifle_,8,0,12.77,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,18,14,15,13,18,14,15,40.82,0.03,0,1.01,-114.06,256.203,67.604,1000,10.77,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,1.95,1.78,1.62,1.57,1.16,1.14,1.2,0.9,1.2,1.05,0.75,0.19,0.24,0.27,0.09,0.75,0.71,0.48,0.74,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,14,0,0,,SurfRifle_,1,0,12.8,0,12.35,43.1,9/10/16 12:46,0,1,0,0,0,0
Mixed / non conventional,13,18,15,16,13,18,15,16,52.01,0.65,0,1.6,41.45,186.522,67.604,1000,18.85,30.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,3.15,2.7,1.99,1.75,1.88,1.86,1.38,1.53,1.18,1.2,1.24,1.73,1.71,1.38,1.6,0.74,0.61,0.6,0.62,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,14,0,0,,SurfRifle_,2,0,12.8,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,18,16,17,13,18,16,17,35.52,12.41,0,6.38,49.34,222.925,67.604,1000,10.77,179.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,8.61,8.4,8,7.46,7.25,6.9,6.73,6.4,6.13,6,5.68,5.72,5.47,5.24,5.2,5.12,4.9,4.8,4.59,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,14,0,0,,SurfRifle_,3,0,12.8,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,18,19,20,13,18,19,20,47.93,0,0,-0.6,8.1,-245.579,67.604,1000,-13.19,-12.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.21,-1.08,-1.01,-0.87,-0.68,-0.9,-0.77,-0.82,-0.67,-0.56,-0.39,-0.44,-0.5,-0.46,-0.34,-0.18,-0.28,-0.2,-0.35,-0.21,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,14,0,0,,SurfRifle_,5,0,12.8,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,18,20,21,13,18,20,21,24.4,0.19,0,0.31,13.86,-39.072,67.604,1000,-42.22,12.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,-1.56,-1.04,-0.09,-0.33,0.39,-0.5,-0.78,0.28,1.15,-0.09,0.99,1.01,0.75,2.42,1.2,1.08,0.87,-0.4,-1.03,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,14,0,0,,SurfRifle_,6,0,12.8,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,18,21,22,13,18,21,22,37.53,0.01,0,1.67,7.17,-28.042,67.604,1000,-90.48,44.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,1.84,2.2,2.04,2.59,2.26,1.62,0.89,3.1,1.18,1.49,0.45,0.12,1.86,1.53,2.37,1.14,0.8,2.15,1.49,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,14,0,0,,SurfRifle_,7,0,12.8,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,13,18,22,23,13,18,22,23,40.83,0.46,0,0.83,-2.56,-17.085,67.604,1000,-161.57,20.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,-6.23,-3.21,-0.93,0.82,6.17,-0.22,-2.95,1.27,0.94,-2.04,2.43,3.16,0.52,5.8,6.78,2.59,2.53,-0.15,-3.2,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,14,0,0,,SurfRifle_,8,0,12.8,0,12.35,43.1,9/10/16 12:46,0,0,0,0,0,0
Mixed / non conventional,14,15,16,17,14,15,16,17,32.28,0.93,0,2.12,32.54,-157.522,91.981,1000,-18.85,65.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,2.96,3.68,2.76,2.56,1.06,2.75,2.75,3.4,3.31,1.9,1.48,1.72,1.72,0.44,1.73,0.49,1.95,1.03,0.71,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2.2,18,0,0,,SurfRifle_,1,0,12.78,0,12.35,43.6,9/10/16 12:47,0,1,0,0,0,0
Mixed / non conventional,14,15,19,20,14,15,19,20,41.08,0.84,0,-0.32,14.66,-10.022,91.981,1000,-376.99,-7.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,-6.16,-4.02,0.09,0.53,3.82,0,-0.18,0.53,4.47,2.25,-0.27,-1.62,1.41,3.65,-2.06,1.16,-2.43,-3.76,-4.48,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2.2,18,0,0,,SurfRifle_,4,0,12.78,0,12.35,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,15,20,21,14,15,20,21,31.01,1.57,0,2.52,15.09,-4.323,91.981,1000,-659.73,81.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,-0.21,0.38,2.88,2.66,3.94,1.63,-3.34,-3.75,-12.83,-5.38,3.5,6.84,9.5,5.57,3.33,12.85,7.65,8.47,3.5,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2.2,18,0,0,,SurfRifle_,5,0,12.78,0,12.35,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,15,21,22,14,15,21,22,49.46,1.65,0,-2,8.55,-4.31,91.981,1000,-1055.58,-40.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58,-10.78,-7.66,7.96,-9.17,0.14,1.06,2.87,12.21,10.34,-5.56,-9.45,-1.29,-0.51,-14.78,-8.11,-6.84,-2.41,-2.32,-1.27,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2.2,18,0,0,,SurfRifle_,6,0,12.78,0,12.35,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,15,22,23,14,15,22,23,53.47,1.61,0,-9.35,-1.98,-3.106,91.981,1000,-1583.36,-174.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.99,-24.49,-8.05,-17.57,-1.75,-13.56,-15.84,-12.41,-8.38,-19.63,0.57,6.61,-0.87,5.78,-10.96,-3.79,-10.08,-4.89,-13.81,0.06,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2.2,18,0,0,,SurfRifle_,7,0,12.78,0,12.35,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,16,18,20,14,16,18,20,50.29,1.78,0,2.87,-131.27,-138.033,103.483,1000,-37.7,56.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,5.02,3.7,3.78,4.22,4.07,3.95,3.23,2.47,2.2,2.03,2.4,1.11,1.76,2.05,2.21,2.25,1.77,1.76,1.91,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,1,0,12.77,0,12.37,43.1,9/10/16 12:47,0,1,0,0,0,0
Mixed / non conventional,14,16,20,21,14,16,20,21,34.5,0.01,0,1.81,16.01,-14.881,103.483,1000,-239.9,52.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,-2.65,2.23,4.58,-2.46,-6.49,-2.57,-1.32,5.36,4.69,5.29,0.47,8.66,9.51,0.42,0,1.73,8.05,1.5,-5.48,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,2,0,12.77,0,12.37,43.1,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,16,21,22,14,16,21,22,55.83,0.25,0,2.22,9.86,-14.232,103.483,1000,-405.99,39.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,3.9,4.34,4.21,3.08,1.88,5.09,2.89,3.14,6.48,-1.51,-3.65,2.14,0,-0.12,1.7,2.64,2.2,1.76,0.31,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,3,0,12.77,0,12.37,43.1,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,16,22,23,14,16,22,23,59.58,0.08,0,-0.85,-1.22,-9.736,103.483,1000,-633.35,-14.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.83,-2.21,-12.78,-5.05,-3.12,2.77,10.67,-0.37,-5.24,-1.02,1.57,-0.27,-7.91,1.74,-4.78,5.78,5.52,2.02,-1.1,-1.38,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,1.9,21,0,0,,SurfRifle_,4,0,12.77,0,12.37,43.1,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,17,15,16,14,17,15,16,55.85,2.32,0,1.9,9.04,662.109,74.489,1000,6.28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,2.93,2.68,2.43,2.38,2.13,2.04,2.04,1.98,1.76,1.65,1.52,1.45,1.42,1.39,1.46,1.4,1.41,1.39,1.17,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2.7,15,0,0,,SurfRifle_,1,0,12.8,0,12.19,43.6,9/10/16 12:47,0,1,0,0,0,0
Mixed / non conventional,14,17,16,18,14,17,16,18,21.67,25.8,0,-11.24,-49.79,64.215,74.489,1000,25.13,-518.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.25,-14.13,-13.84,-13.02,-13.14,-12.05,-11.83,-12.12,-12.1,-11.65,-10.8,-9.96,-9.32,-8.81,-8.94,-9.8,-9.51,-10.26,-10.16,-8.15,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2.7,15,0,0,,SurfRifle_,2,0,12.8,0,12.19,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,17,18,19,14,17,18,19,42.9,0.26,0,1.49,-122.11,-228.867,74.489,1000,-13.96,34.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,2.92,2.46,2.29,2.07,1.84,1.89,1.56,1.38,1.28,1.36,1.02,0.88,0.88,0.93,0.96,0.77,0.61,0.67,0.87,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2.7,15,0,0,,SurfRifle_,3,0,12.8,0,12.19,43.6,9/10/16 12:47,0,0,0,0,0,0
Mixed / non conventional,14,17,19,20,14,17,19,20,34.87,0.06,0,0.4,18.63,-55.113,74.489,1000,-47.12,11.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.86,0.91,0.49,1.22,0.52,-0.56,-0.17,0.18,0.87,-0.06,0.35,0.69,0.25,0.32,0.45,0.28,0.98,-0.54,0.2,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,2.7,15,0,0,,SurfRifle_,4,0,12.8,0,12.19,43.6,9/10/16 12:47,0,0,0,0,0,0
